storeid,HealthyStore,StoreSize,StoreLayout,customerID,gender,WhoShoppingFor,Vegetarian,ShoppingStyle,CouponUser,week,CouponSequence,CarryOver,CouponValue,AmountSpent
44,Regular store,Large,No emphasis,2576-BFZYK,Male,Self,No,Weekly; similar items,From both,3,"1,2,3,4",2,15 percent,130.36
44,Regular store,Large,No emphasis,2576-BFZYK,Male,Self,No,Weekly; similar items,From both,4,"1,2,3,4",3,25 percent,137.63
44,Regular store,Large,No emphasis,4924-CYOKV,Female,Self,No,Often; what's on sale,From both,1,"2,4,1,3",0,05 percent,107.67
44,Regular store,Large,No emphasis,4924-CYOKV,Female,Self,No,Often; what's on sale,From both,2,"2,4,1,3",2,25 percent,118.27
44,Regular store,Large,No emphasis,4924-CYOKV,Female,Self,No,Often; what's on sale,From both,3,"2,4,1,3",4,00 No value,92.65
44,Regular store,Large,No emphasis,4924-CYOKV,Female,Self,No,Often; what's on sale,From both,4,"2,4,1,3",1,15 percent,116.51
44,Regular store,Large,No emphasis,1750-VJDJF,Female,Self and spouse,No,Weekly; similar items,No,1,"2,4,1,3",0,05 percent,120.22
44,Regular store,Large,No emphasis,1750-VJDJF,Female,Self and spouse,No,Weekly; similar items,No,2,"2,4,1,3",2,25 percent,115.7
44,Regular store,Large,No emphasis,1750-VJDJF,Female,Self and spouse,No,Weekly; similar items,No,3,"2,4,1,3",4,00 No value,114.1
44,Regular store,Large,No emphasis,1750-VJDJF,Female,Self and spouse,No,Weekly; similar items,No,4,"2,4,1,3",1,15 percent,121.75
45,Regular store,Small,Emphasizes deli,9692-SJJLH,Male,Self,No,Often; what's on sale,From both,1,"1,2,3,4",0,00 No value,99.42
45,Regular store,Small,Emphasizes deli,9692-SJJLH,Male,Self,No,Often; what's on sale,From both,2,"1,2,3,4",1,05 percent,104.34
45,Regular store,Small,Emphasizes deli,9692-SJJLH,Male,Self,No,Often; what's on sale,From both,3,"1,2,3,4",2,15 percent,111.49
45,Regular store,Small,Emphasizes deli,9692-SJJLH,Male,Self,No,Often; what's on sale,From both,4,"1,2,3,4",3,25 percent,124.07
45,Regular store,Small,Emphasizes deli,9253-PONGN,Male,Self,No,Weekly; similar items,From mailings,1,"2,4,1,3",0,05 percent,89.24
45,Regular store,Small,Emphasizes deli,9253-PONGN,Male,Self,No,Weekly; similar items,From mailings,2,"2,4,1,3",2,25 percent,91.32
45,Regular store,Small,Emphasizes deli,9253-PONGN,Male,Self,No,Weekly; similar items,From mailings,3,"2,4,1,3",4,00 No value,75.91
45,Regular store,Small,Emphasizes deli,9253-PONGN,Male,Self,No,Weekly; similar items,From mailings,4,"2,4,1,3",1,15 percent,96.33
45,Regular store,Small,Emphasizes deli,0453-CAFMT,Female,Self and spouse,No,Biweekly; in bulk,No,1,"1,2,3,4",0,00 No value,211.51
45,Regular store,Small,Emphasizes deli,0453-CAFMT,Female,Self and spouse,No,Biweekly; in bulk,No,2,"1,2,3,4",1,05 percent,13.09
45,Regular store,Small,Emphasizes deli,0453-CAFMT,Female,Self and spouse,No,Biweekly; in bulk,No,3,"1,2,3,4",2,15 percent,219.06
45,Regular store,Small,Emphasizes deli,0453-CAFMT,Female,Self and spouse,No,Biweekly; in bulk,No,4,"1,2,3,4",3,25 percent,10.19
46,Regular store,Medium,No emphasis,6324-WYZXZ,Male,Self and family,No,Biweekly; in bulk,From both,1,"2,4,1,3",0,05 percent,314.65
46,Regular store,Medium,No emphasis,6324-WYZXZ,Male,Self and family,No,Biweekly; in bulk,From both,2,"2,4,1,3",2,25 percent,0
46,Regular store,Medium,No emphasis,6324-WYZXZ,Male,Self and family,No,Biweekly; in bulk,From both,3,"2,4,1,3",4,00 No value,282.07
46,Regular store,Medium,No emphasis,6324-WYZXZ,Male,Self and family,No,Biweekly; in bulk,From both,4,"2,4,1,3",1,15 percent,28.92
46,Regular store,Medium,No emphasis,5069-ISCFT,Female,Self and family,No,Biweekly; in bulk,From mailings,1,"4,3,2,1",0,25 percent,269.02
46,Regular store,Medium,No emphasis,5069-ISCFT,Female,Self and family,No,Biweekly; in bulk,From mailings,2,"4,3,2,1",4,15 percent,0
46,Regular store,Medium,No emphasis,5069-ISCFT,Female,Self and family,No,Biweekly; in bulk,From mailings,3,"4,3,2,1",3,05 percent,232.27
46,Regular store,Medium,No emphasis,5069-ISCFT,Female,Self and family,No,Biweekly; in bulk,From mailings,4,"4,3,2,1",2,00 No value,6.59
46,Regular store,Medium,No emphasis,8147-QHSDC,Male,Self,No,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,123.11
46,Regular store,Medium,No emphasis,8147-QHSDC,Male,Self,No,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,129.18
46,Regular store,Medium,No emphasis,8147-QHSDC,Male,Self,No,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,111.53
46,Regular store,Medium,No emphasis,8147-QHSDC,Male,Self,No,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,124.76
46,Regular store,Medium,No emphasis,5409-OUCAM,Male,Self and family,No,Biweekly; in bulk,No,1,"1,2,3,4",0,00 No value,10.03
46,Regular store,Medium,No emphasis,5409-OUCAM,Male,Self and family,No,Biweekly; in bulk,No,2,"1,2,3,4",1,05 percent,224.8
46,Regular store,Medium,No emphasis,5409-OUCAM,Male,Self and family,No,Biweekly; in bulk,No,3,"1,2,3,4",2,15 percent,0
46,Regular store,Medium,No emphasis,5409-OUCAM,Male,Self and family,No,Biweekly; in bulk,No,4,"1,2,3,4",3,25 percent,242.5
47,Regular store,Small,Emphasizes produce,6060-ONBZN,Female,Self and spouse,No,Biweekly; in bulk,From mailings,1,"3,1,4,2",0,15 percent,199.23
47,Regular store,Small,Emphasizes produce,6060-ONBZN,Female,Self and spouse,No,Biweekly; in bulk,From mailings,2,"3,1,4,2",3,00 No value,0
47,Regular store,Small,Emphasizes produce,6060-ONBZN,Female,Self and spouse,No,Biweekly; in bulk,From mailings,3,"3,1,4,2",1,25 percent,206.38
47,Regular store,Small,Emphasizes produce,6060-ONBZN,Female,Self and spouse,No,Biweekly; in bulk,From mailings,4,"3,1,4,2",4,05 percent,0
47,Regular store,Small,Emphasizes produce,3316-BUCBB,Male,Self and family,No,Often; what's on sale,From both,1,"4,3,2,1",0,25 percent,166.13
47,Regular store,Small,Emphasizes produce,3316-BUCBB,Male,Self and family,No,Often; what's on sale,From both,2,"4,3,2,1",4,15 percent,146
47,Regular store,Small,Emphasizes produce,3316-BUCBB,Male,Self and family,No,Often; what's on sale,From both,3,"4,3,2,1",3,05 percent,147.29
47,Regular store,Small,Emphasizes produce,3316-BUCBB,Male,Self and family,No,Often; what's on sale,From both,4,"4,3,2,1",2,00 No value,127.41
47,Regular store,Small,Emphasizes produce,3917-CCGUB,Male,Self,Yes,Weekly; similar items,From mailings,1,"4,3,2,1",0,25 percent,125.6
47,Regular store,Small,Emphasizes produce,3917-CCGUB,Male,Self,Yes,Weekly; similar items,From mailings,2,"4,3,2,1",4,15 percent,107.1
47,Regular store,Small,Emphasizes produce,3917-CCGUB,Male,Self,Yes,Weekly; similar items,From mailings,3,"4,3,2,1",3,05 percent,105.03
47,Regular store,Small,Emphasizes produce,3917-CCGUB,Male,Self,Yes,Weekly; similar items,From mailings,4,"4,3,2,1",2,00 No value,97.28
47,Regular store,Small,Emphasizes produce,5762-ZZSCI,Female,Self and spouse,Yes,Often; what's on sale,From mailings,1,"3,1,4,2",0,15 percent,120.31
47,Regular store,Small,Emphasizes produce,5762-ZZSCI,Female,Self and spouse,Yes,Often; what's on sale,From mailings,2,"3,1,4,2",3,00 No value,100.5
47,Regular store,Small,Emphasizes produce,5762-ZZSCI,Female,Self and spouse,Yes,Often; what's on sale,From mailings,3,"3,1,4,2",1,25 percent,127.07
47,Regular store,Small,Emphasizes produce,5762-ZZSCI,Female,Self and spouse,Yes,Often; what's on sale,From mailings,4,"3,1,4,2",4,05 percent,115.26
48,Regular store,Small,Emphasizes bakery,2849-LMJAN,Female,Self and spouse,No,Biweekly; in bulk,From both,1,"2,4,1,3",0,05 percent,208.74
48,Regular store,Small,Emphasizes bakery,2849-LMJAN,Female,Self and spouse,No,Biweekly; in bulk,From both,2,"2,4,1,3",2,25 percent,0
48,Regular store,Small,Emphasizes bakery,2849-LMJAN,Female,Self and spouse,No,Biweekly; in bulk,From both,3,"2,4,1,3",4,00 No value,190.15
48,Regular store,Small,Emphasizes bakery,2849-LMJAN,Female,Self and spouse,No,Biweekly; in bulk,From both,4,"2,4,1,3",1,15 percent,14.39
48,Regular store,Small,Emphasizes bakery,5319-UGPBC,Male,Self and spouse,No,Often; what's on sale,From newspaper,1,"4,3,2,1",0,25 percent,136.99
48,Regular store,Small,Emphasizes bakery,5319-UGPBC,Male,Self and spouse,No,Often; what's on sale,From newspaper,2,"4,3,2,1",4,15 percent,134.78
48,Regular store,Small,Emphasizes bakery,5319-UGPBC,Male,Self and spouse,No,Often; what's on sale,From newspaper,3,"4,3,2,1",3,05 percent,129.49
48,Regular store,Small,Emphasizes bakery,5319-UGPBC,Male,Self and spouse,No,Often; what's on sale,From newspaper,4,"4,3,2,1",2,00 No value,118.52
48,Regular store,Small,Emphasizes bakery,2652-WJPCG,Male,Self and spouse,Yes,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,110.94
48,Regular store,Small,Emphasizes bakery,2652-WJPCG,Male,Self and spouse,Yes,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,111.03
48,Regular store,Small,Emphasizes bakery,2652-WJPCG,Male,Self and spouse,Yes,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,96.63
48,Regular store,Small,Emphasizes bakery,2652-WJPCG,Male,Self and spouse,Yes,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,111.89
49,Regular store,Medium,No emphasis,9285-RLXEF,Male,Self,Yes,Biweekly; in bulk,No,1,"4,3,2,1",0,25 percent,0
49,Regular store,Medium,No emphasis,9285-RLXEF,Male,Self,Yes,Biweekly; in bulk,No,2,"4,3,2,1",4,15 percent,140.57
49,Regular store,Medium,No emphasis,9285-RLXEF,Male,Self,Yes,Biweekly; in bulk,No,3,"4,3,2,1",3,05 percent,0
49,Regular store,Medium,No emphasis,9285-RLXEF,Male,Self,Yes,Biweekly; in bulk,No,4,"4,3,2,1",2,00 No value,150.15
49,Regular store,Medium,No emphasis,7841-YHCPA,Male,Self and family,No,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,113.2
49,Regular store,Medium,No emphasis,7841-YHCPA,Male,Self and family,No,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,111.28
49,Regular store,Medium,No emphasis,7841-YHCPA,Male,Self and family,No,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,96.95
49,Regular store,Medium,No emphasis,7841-YHCPA,Male,Self and family,No,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,115.6
49,Regular store,Medium,No emphasis,4588-TPMPP,Male,Self and spouse,No,Weekly; similar items,From mailings,1,"2,4,1,3",0,05 percent,87.7
49,Regular store,Medium,No emphasis,4588-TPMPP,Male,Self and spouse,No,Weekly; similar items,From mailings,2,"2,4,1,3",2,25 percent,99.15
49,Regular store,Medium,No emphasis,4588-TPMPP,Male,Self and spouse,No,Weekly; similar items,From mailings,3,"2,4,1,3",4,00 No value,71.66
49,Regular store,Medium,No emphasis,4588-TPMPP,Male,Self and spouse,No,Weekly; similar items,From mailings,4,"2,4,1,3",1,15 percent,96.64
49,Regular store,Medium,No emphasis,5093-ETBGM,Male,Self and family,No,Often; what's on sale,From mailings,1,"1,2,3,4",0,00 No value,143.7
49,Regular store,Medium,No emphasis,5093-ETBGM,Male,Self and family,No,Often; what's on sale,From mailings,2,"1,2,3,4",1,05 percent,140.97
49,Regular store,Medium,No emphasis,5093-ETBGM,Male,Self and family,No,Often; what's on sale,From mailings,3,"1,2,3,4",2,15 percent,162.6
49,Regular store,Medium,No emphasis,5093-ETBGM,Male,Self and family,No,Often; what's on sale,From mailings,4,"1,2,3,4",3,25 percent,133.04
49,Regular store,Medium,No emphasis,5459-OHIMD,Female,Self and spouse,No,Weekly; similar items,From newspaper,1,"4,3,2,1",0,25 percent,96.85
49,Regular store,Medium,No emphasis,5459-OHIMD,Female,Self and spouse,No,Weekly; similar items,From newspaper,2,"4,3,2,1",4,15 percent,91.29
49,Regular store,Medium,No emphasis,5459-OHIMD,Female,Self and spouse,No,Weekly; similar items,From newspaper,3,"4,3,2,1",3,05 percent,89.44
49,Regular store,Medium,No emphasis,5459-OHIMD,Female,Self and spouse,No,Weekly; similar items,From newspaper,4,"4,3,2,1",2,00 No value,91.59
49,Regular store,Medium,No emphasis,0434-BQDWF,Male,Self,No,Often; what's on sale,From mailings,1,"4,3,2,1",0,25 percent,123.69
49,Regular store,Medium,No emphasis,0434-BQDWF,Male,Self,No,Often; what's on sale,From mailings,2,"4,3,2,1",4,15 percent,108.56
49,Regular store,Medium,No emphasis,0434-BQDWF,Male,Self,No,Often; what's on sale,From mailings,3,"4,3,2,1",3,05 percent,108.33
49,Regular store,Medium,No emphasis,0434-BQDWF,Male,Self,No,Often; what's on sale,From mailings,4,"4,3,2,1",2,00 No value,91.42
50,Regular store,Medium,No emphasis,8127-HOJBD,Female,Self and spouse,No,Often; what's on sale,From mailings,1,"2,4,1,3",0,05 percent,131.26
50,Regular store,Medium,No emphasis,8127-HOJBD,Female,Self and spouse,No,Often; what's on sale,From mailings,2,"2,4,1,3",2,25 percent,145.04
50,Regular store,Medium,No emphasis,8127-HOJBD,Female,Self and spouse,No,Often; what's on sale,From mailings,3,"2,4,1,3",4,00 No value,122.38
50,Regular store,Medium,No emphasis,8127-HOJBD,Female,Self and spouse,No,Often; what's on sale,From mailings,4,"2,4,1,3",1,15 percent,141.26
50,Regular store,Medium,No emphasis,5677-CCLTX,Male,Self,No,Weekly; similar items,No,1,"3,1,4,2",0,15 percent,81.97
50,Regular store,Medium,No emphasis,5677-CCLTX,Male,Self,No,Weekly; similar items,No,2,"3,1,4,2",3,00 No value,79.34
50,Regular store,Medium,No emphasis,5677-CCLTX,Male,Self,No,Weekly; similar items,No,3,"3,1,4,2",1,25 percent,78.83
50,Regular store,Medium,No emphasis,5677-CCLTX,Male,Self,No,Weekly; similar items,No,4,"3,1,4,2",4,05 percent,81.95
50,Regular store,Medium,No emphasis,1380-HYBJW,Male,Self,Yes,Biweekly; in bulk,From newspaper,1,"3,1,4,2",0,15 percent,9.49
50,Regular store,Medium,No emphasis,1380-HYBJW,Male,Self,Yes,Biweekly; in bulk,From newspaper,2,"3,1,4,2",3,00 No value,145.94
50,Regular store,Medium,No emphasis,1380-HYBJW,Male,Self,Yes,Biweekly; in bulk,From newspaper,3,"3,1,4,2",1,25 percent,0
50,Regular store,Medium,No emphasis,1380-HYBJW,Male,Self,Yes,Biweekly; in bulk,From newspaper,4,"3,1,4,2",4,05 percent,147.98
50,Regular store,Medium,No emphasis,6882-NGWFI,Female,Self and family,No,Often; what's on sale,From newspaper,1,"2,4,1,3",0,05 percent,136.57
50,Regular store,Medium,No emphasis,6882-NGWFI,Female,Self and family,No,Often; what's on sale,From newspaper,2,"2,4,1,3",2,25 percent,148.4
50,Regular store,Medium,No emphasis,6882-NGWFI,Female,Self and family,No,Often; what's on sale,From newspaper,3,"2,4,1,3",4,00 No value,115.12
50,Regular store,Medium,No emphasis,6882-NGWFI,Female,Self and family,No,Often; what's on sale,From newspaper,4,"2,4,1,3",1,15 percent,150.9
50,Regular store,Medium,No emphasis,8113-JWJBI,Female,Self and spouse,Yes,Often; what's on sale,No,1,"2,4,1,3",0,05 percent,123.88
50,Regular store,Medium,No emphasis,8113-JWJBI,Female,Self and spouse,Yes,Often; what's on sale,No,2,"2,4,1,3",2,25 percent,119.28
50,Regular store,Medium,No emphasis,8113-JWJBI,Female,Self and spouse,Yes,Often; what's on sale,No,3,"2,4,1,3",4,00 No value,114.39
50,Regular store,Medium,No emphasis,8113-JWJBI,Female,Self and spouse,Yes,Often; what's on sale,No,4,"2,4,1,3",1,15 percent,122.44
50,Regular store,Medium,No emphasis,0634-YLLUM,Female,Self and spouse,No,Weekly; similar items,From newspaper,1,"2,4,1,3",0,05 percent,122.49
50,Regular store,Medium,No emphasis,0634-YLLUM,Female,Self and spouse,No,Weekly; similar items,From newspaper,2,"2,4,1,3",2,25 percent,122.67
50,Regular store,Medium,No emphasis,0634-YLLUM,Female,Self and spouse,No,Weekly; similar items,From newspaper,3,"2,4,1,3",4,00 No value,111.67
50,Regular store,Medium,No emphasis,0634-YLLUM,Female,Self and spouse,No,Weekly; similar items,From newspaper,4,"2,4,1,3",1,15 percent,130.81
50,Regular store,Medium,No emphasis,8699-GKTVG,Male,Self,No,Biweekly; in bulk,No,1,"1,2,3,4",0,00 No value,145.37
50,Regular store,Medium,No emphasis,8699-GKTVG,Male,Self,No,Biweekly; in bulk,No,2,"1,2,3,4",1,05 percent,5.22
50,Regular store,Medium,No emphasis,8699-GKTVG,Male,Self,No,Biweekly; in bulk,No,3,"1,2,3,4",2,15 percent,142.99
50,Regular store,Medium,No emphasis,8699-GKTVG,Male,Self,No,Biweekly; in bulk,No,4,"1,2,3,4",3,25 percent,0
50,Regular store,Medium,No emphasis,8132-UKRLP,Female,Self and family,Yes,Biweekly; in bulk,From newspaper,1,"3,1,4,2",0,15 percent,293.87
50,Regular store,Medium,No emphasis,8132-UKRLP,Female,Self and family,Yes,Biweekly; in bulk,From newspaper,2,"3,1,4,2",3,00 No value,0
50,Regular store,Medium,No emphasis,8132-UKRLP,Female,Self and family,Yes,Biweekly; in bulk,From newspaper,3,"3,1,4,2",1,25 percent,299.49
50,Regular store,Medium,No emphasis,8132-UKRLP,Female,Self and family,Yes,Biweekly; in bulk,From newspaper,4,"3,1,4,2",4,05 percent,0
51,Marketed as health food store,Small,Emphasizes bakery,7863-NSDDD,Male,Self and family,No,Often; what's on sale,From newspaper,1,"2,4,1,3",0,05 percent,136.24
51,Marketed as health food store,Small,Emphasizes bakery,7863-NSDDD,Male,Self and family,No,Often; what's on sale,From newspaper,2,"2,4,1,3",2,25 percent,158.02
51,Marketed as health food store,Small,Emphasizes bakery,7863-NSDDD,Male,Self and family,No,Often; what's on sale,From newspaper,3,"2,4,1,3",4,00 No value,103.73
51,Marketed as health food store,Small,Emphasizes bakery,7863-NSDDD,Male,Self and family,No,Often; what's on sale,From newspaper,4,"2,4,1,3",1,15 percent,142.71
51,Marketed as health food store,Small,Emphasizes bakery,8206-NVWFE,Male,Self and spouse,No,Biweekly; in bulk,From mailings,1,"4,3,2,1",0,25 percent,174.89
51,Marketed as health food store,Small,Emphasizes bakery,8206-NVWFE,Male,Self and spouse,No,Biweekly; in bulk,From mailings,2,"4,3,2,1",4,15 percent,0
51,Marketed as health food store,Small,Emphasizes bakery,8206-NVWFE,Male,Self and spouse,No,Biweekly; in bulk,From mailings,3,"4,3,2,1",3,05 percent,144.34
51,Marketed as health food store,Small,Emphasizes bakery,8206-NVWFE,Male,Self and spouse,No,Biweekly; in bulk,From mailings,4,"4,3,2,1",2,00 No value,0
51,Marketed as health food store,Small,Emphasizes bakery,4008-NQQOU,Male,Self and spouse,No,Often; what's on sale,From mailings,1,"1,2,3,4",0,00 No value,127.45
51,Marketed as health food store,Small,Emphasizes bakery,4008-NQQOU,Male,Self and spouse,No,Often; what's on sale,From mailings,2,"1,2,3,4",1,05 percent,118.23
51,Marketed as health food store,Small,Emphasizes bakery,4008-NQQOU,Male,Self and spouse,No,Often; what's on sale,From mailings,3,"1,2,3,4",2,15 percent,134.22
51,Marketed as health food store,Small,Emphasizes bakery,4008-NQQOU,Male,Self and spouse,No,Often; what's on sale,From mailings,4,"1,2,3,4",3,25 percent,144.9
51,Marketed as health food store,Small,Emphasizes bakery,3559-PDTLD,Male,Self,No,Biweekly; in bulk,From mailings,1,"3,1,4,2",0,15 percent,239.28
51,Marketed as health food store,Small,Emphasizes bakery,3559-PDTLD,Male,Self,No,Biweekly; in bulk,From mailings,2,"3,1,4,2",3,00 No value,0
51,Marketed as health food store,Small,Emphasizes bakery,3559-PDTLD,Male,Self,No,Biweekly; in bulk,From mailings,3,"3,1,4,2",1,25 percent,250.12
51,Marketed as health food store,Small,Emphasizes bakery,3559-PDTLD,Male,Self,No,Biweekly; in bulk,From mailings,4,"3,1,4,2",4,05 percent,0
52,Regular store,Large,No emphasis,1940-PPSRG,Male,Self,No,Often; what's on sale,From both,1,"1,2,3,4",0,00 No value,119.41
52,Regular store,Large,No emphasis,1940-PPSRG,Male,Self,No,Often; what's on sale,From both,2,"1,2,3,4",1,05 percent,135.87
52,Regular store,Large,No emphasis,1940-PPSRG,Male,Self,No,Often; what's on sale,From both,3,"1,2,3,4",2,15 percent,144.28
52,Regular store,Large,No emphasis,1940-PPSRG,Male,Self,No,Often; what's on sale,From both,4,"1,2,3,4",3,25 percent,139.37
52,Regular store,Large,No emphasis,4784-PBYEN,Female,Self,No,Often; what's on sale,From mailings,1,"3,1,4,2",0,15 percent,130.44
52,Regular store,Large,No emphasis,4784-PBYEN,Female,Self,No,Often; what's on sale,From mailings,2,"3,1,4,2",3,00 No value,99.24
52,Regular store,Large,No emphasis,4784-PBYEN,Female,Self,No,Often; what's on sale,From mailings,3,"3,1,4,2",1,25 percent,131.63
52,Regular store,Large,No emphasis,4784-PBYEN,Female,Self,No,Often; what's on sale,From mailings,4,"3,1,4,2",4,05 percent,104.47
52,Regular store,Large,No emphasis,8496-QKXZZ,Male,Self,No,Weekly; similar items,From both,1,"4,3,2,1",0,25 percent,137.66
52,Regular store,Large,No emphasis,8496-QKXZZ,Male,Self,No,Weekly; similar items,From both,2,"4,3,2,1",4,15 percent,133.55
52,Regular store,Large,No emphasis,8496-QKXZZ,Male,Self,No,Weekly; similar items,From both,3,"4,3,2,1",3,05 percent,110.45
52,Regular store,Large,No emphasis,8496-QKXZZ,Male,Self,No,Weekly; similar items,From both,4,"4,3,2,1",2,00 No value,120.66
52,Regular store,Large,No emphasis,2244-AYZUM,Male,Self,Yes,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,128.35
52,Regular store,Large,No emphasis,2244-AYZUM,Male,Self,Yes,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,153.79
52,Regular store,Large,No emphasis,2244-AYZUM,Male,Self,Yes,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,104.33
52,Regular store,Large,No emphasis,2244-AYZUM,Male,Self,Yes,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,144.37
52,Regular store,Large,No emphasis,4361-ZTLGB,Female,Self,No,Weekly; similar items,No,1,"3,1,4,2",0,15 percent,93.44
52,Regular store,Large,No emphasis,4361-ZTLGB,Female,Self,No,Weekly; similar items,No,2,"3,1,4,2",3,00 No value,89.98
52,Regular store,Large,No emphasis,4361-ZTLGB,Female,Self,No,Weekly; similar items,No,3,"3,1,4,2",1,25 percent,103.14
52,Regular store,Large,No emphasis,4361-ZTLGB,Female,Self,No,Weekly; similar items,No,4,"3,1,4,2",4,05 percent,96.3
53,Regular store,Medium,Emphasizes produce,4214-RUHZG,Male,Self and spouse,No,Weekly; similar items,No,1,"2,4,1,3",0,05 percent,111.06
53,Regular store,Medium,Emphasizes produce,4214-RUHZG,Male,Self and spouse,No,Weekly; similar items,No,2,"2,4,1,3",2,25 percent,103.53
53,Regular store,Medium,Emphasizes produce,4214-RUHZG,Male,Self and spouse,No,Weekly; similar items,No,3,"2,4,1,3",4,00 No value,108.22
53,Regular store,Medium,Emphasizes produce,4214-RUHZG,Male,Self and spouse,No,Weekly; similar items,No,4,"2,4,1,3",1,15 percent,104.46
53,Regular store,Medium,Emphasizes produce,0929-GJQWN,Male,Self,No,Weekly; similar items,From both,1,"3,1,4,2",0,15 percent,116
53,Regular store,Medium,Emphasizes produce,0929-GJQWN,Male,Self,No,Weekly; similar items,From both,2,"3,1,4,2",3,00 No value,100.3
53,Regular store,Medium,Emphasizes produce,0929-GJQWN,Male,Self,No,Weekly; similar items,From both,3,"3,1,4,2",1,25 percent,126.24
53,Regular store,Medium,Emphasizes produce,0929-GJQWN,Male,Self,No,Weekly; similar items,From both,4,"3,1,4,2",4,05 percent,97.89
53,Regular store,Medium,Emphasizes produce,4566-WJCVV,Male,Self and family,No,Weekly; similar items,From both,1,"2,4,1,3",0,05 percent,132.36
53,Regular store,Medium,Emphasizes produce,4566-WJCVV,Male,Self and family,No,Weekly; similar items,From both,2,"2,4,1,3",2,25 percent,141.3
53,Regular store,Medium,Emphasizes produce,4566-WJCVV,Male,Self and family,No,Weekly; similar items,From both,3,"2,4,1,3",4,00 No value,112.37
53,Regular store,Medium,Emphasizes produce,4566-WJCVV,Male,Self and family,No,Weekly; similar items,From both,4,"2,4,1,3",1,15 percent,136.02
53,Regular store,Medium,Emphasizes produce,0828-HBXZM,Female,Self,No,Biweekly; in bulk,From mailings,1,"1,2,3,4",0,00 No value,141.53
53,Regular store,Medium,Emphasizes produce,0828-HBXZM,Female,Self,No,Biweekly; in bulk,From mailings,2,"1,2,3,4",1,05 percent,0
53,Regular store,Medium,Emphasizes produce,0828-HBXZM,Female,Self,No,Biweekly; in bulk,From mailings,3,"1,2,3,4",2,15 percent,157.91
53,Regular store,Medium,Emphasizes produce,0828-HBXZM,Female,Self,No,Biweekly; in bulk,From mailings,4,"1,2,3,4",3,25 percent,0
54,Marketed as health food store,Medium,Emphasizes produce,8083-JHFGL,Female,Self and family,No,Often; what's on sale,From newspaper,1,"3,1,4,2",0,15 percent,173.25
54,Marketed as health food store,Medium,Emphasizes produce,8083-JHFGL,Female,Self and family,No,Often; what's on sale,From newspaper,2,"3,1,4,2",3,00 No value,142.25
54,Marketed as health food store,Medium,Emphasizes produce,8083-JHFGL,Female,Self and family,No,Often; what's on sale,From newspaper,3,"3,1,4,2",1,25 percent,193.04
54,Marketed as health food store,Medium,Emphasizes produce,8083-JHFGL,Female,Self and family,No,Often; what's on sale,From newspaper,4,"3,1,4,2",4,05 percent,156.92
54,Marketed as health food store,Medium,Emphasizes produce,1052-URNWF,Male,Self and spouse,No,Often; what's on sale,From both,1,"1,2,3,4",0,00 No value,113.68
54,Marketed as health food store,Medium,Emphasizes produce,1052-URNWF,Male,Self and spouse,No,Often; what's on sale,From both,2,"1,2,3,4",1,05 percent,136.04
54,Marketed as health food store,Medium,Emphasizes produce,1052-URNWF,Male,Self and spouse,No,Often; what's on sale,From both,3,"1,2,3,4",2,15 percent,135.48
54,Marketed as health food store,Medium,Emphasizes produce,1052-URNWF,Male,Self and spouse,No,Often; what's on sale,From both,4,"1,2,3,4",3,25 percent,143.48
54,Marketed as health food store,Medium,Emphasizes produce,1023-MJGNM,Female,Self and family,No,Weekly; similar items,From newspaper,1,"1,2,3,4",0,00 No value,121.42
54,Marketed as health food store,Medium,Emphasizes produce,1023-MJGNM,Female,Self and family,No,Weekly; similar items,From newspaper,2,"1,2,3,4",1,05 percent,140.88
54,Marketed as health food store,Medium,Emphasizes produce,1023-MJGNM,Female,Self and family,No,Weekly; similar items,From newspaper,3,"1,2,3,4",2,15 percent,148.24
54,Marketed as health food store,Medium,Emphasizes produce,1023-MJGNM,Female,Self and family,No,Weekly; similar items,From newspaper,4,"1,2,3,4",3,25 percent,139.42
54,Marketed as health food store,Medium,Emphasizes produce,6845-PBPKW,Male,Self and spouse,No,Weekly; similar items,From newspaper,1,"4,3,2,1",0,25 percent,135.38
54,Marketed as health food store,Medium,Emphasizes produce,6845-PBPKW,Male,Self and spouse,No,Weekly; similar items,From newspaper,2,"4,3,2,1",4,15 percent,123.19
54,Marketed as health food store,Medium,Emphasizes produce,6845-PBPKW,Male,Self and spouse,No,Weekly; similar items,From newspaper,3,"4,3,2,1",3,05 percent,114.77
