Full Name,Primary Company,Seed Valuation,A Valuation,B Valuation,Valuation Increase,,Series A Month,Series A Day,Series A Year,,,,CEO at A,CEO at B
Eduardo L'Hotellier,GetNinjas,,,,,,,,,,,,,
Iain Dodsworth,TweetDeck,,,,,,,,,,,,,
Yang Chen,Joyme.com,,,,,,,,,,,,,
David Lowe,Aeglea BioTherapeutics,,,,,,,,,,,,,
Ran Poliakine,Powermat Technologies,,,,,,,,,,,,,
Amir Aharoni,Elastifile,,,,,,,,,,,,,
Swapnil Shah,FirstFuel Software,,,,,,,,,,,,,
Norma Sit,Numoni,,,,,,,,,,,,,
Erine Gray,Aunt Bertha,,,,,,,,,,,,,
Brandon Koffler,FanXchange,,,,,,,,,,,,,
Roy Rodenstein,SocMetrics,,,,,,,,,,,,,
Mahmoud Kaiyal,WebTeb,,,,,,,,,,,,,
Zacharie Sabban,Festicket,,,,,,,,,,,,,
Daniel Arthursson,Xcerion,,,,,,,,,,,,,
Michael Howell,Dolly,,,,,,,,,,,,,
Samir Shah,Zephyr,,,,,,,,,,,,,
Ugo Parodi Giusino,Mosaicoon,,,,,,,,,,,,,
John Orrock,Future Now Ventures,,,,,,,,,,,,,
Chris Costello,blooom,,,,,,,,,,,,,
Jeff Sinclair,Eventbase,,,,,,,,,,,,,
Evert Jaap Lugt,Nimbuzz,,,,,,,,,,,,,
Chantel Waterbury,Chloe + Isabel,,,,,,,,,,,,,
Jason T. Andrew,Limelight Health,,,,,,,,,,,,,
Adrian Critchlow,Australian Solar Group,,,,,,,,,,,,,
Geoff Barrall,Connected Data,,,,,,,,,,,,,
Moritz Offeney,Scarosso,,,,,,,,,,,,,
Don Resler,Intelligent Beauty,,,,,,,,,,,,,
Gustaf Agartson,BIMA,,,,,,,,,,,,,
Blake Pierson,Lovely,,,,,,,,,,,,,
Jörg Wiemer,Treasury Intelligence Solutions (TIS),,,,,,,,,,,,,
Symen Jansma,TravelBird,,,,,,,,,,,,,
Nihal Parthasarathi,CourseHorse,,,,,,,,,,,,,
Eric Stone,Velano Vascular,,,,,,,,,,,,,
Pumin Yuvacharuskul,Eatigo,,,,,,,,,,,,,
Tito A Serafini,Atreca,,,,,,,,,,,,,
Josh Manion,Ensighten,,,,,,,,,,,,,
Faraz Syed,Keynote DeviceAnywhere,,,,,,,,,,,,,
Ashish Mehta,Sokrati,,,,,,,,,,,,,
Chethan Ramachandran,Playnomics,,,,,,,,,,,,,
Tobi Bauckhage,Creators Media,,,,,,,,,,,,,
Francisco Fonseca,BitSight Technologies,,,,,,,,,,,,,
Jack Slocum,Alta5,,,,,,,,,,,,,
Aaron DeBovoise,Network of One,,,,,,,,,,,,,
Nikhil Hasija,Azuqua,,,,,,,,,,,,,
Robert Seolas,"ObservePoint, Inc.",,,,,,,,,,,,,
John Spiers,NexGen Storage,,,,,,,,,,,,,
Andrew Ibbotson,Digital Assent,,,,,,,,,,,,,
Joe Essenfeld,Jibe,,,,,,,,,,,,,
Gal Naor,Storone,,,,,,,,,,,,,
Guy Vardi,Slate Science,,,,,,,,,,,,,
Bo Wu,Lashou.com,,,,,,,,,,,,,
Vijay Sikka,Sikka Software,,,,,,,,,,,,,
Sanjiv Singhal,Scripbox,,,,,,,,,,,,,
James Tagg,Truphone,,,,,,,,,,,,,
Tanya Bakalov,BetterSkills Inc.,,,,,,,,,,,,,
Derek Roos,Mendix,,,,,,,,,,,,,
Boris Saragaglia,Spartoo,,,,,,,,,,,,,
Siddarth Satish,Gauss Surgical,,,,,,,,,,,,,
Joel Trammell,Khorus,,,,,,,,,,,,,
Gadi Maier,FreeMonee,,,,,,,,,,,,,
Nidhi Saxena,Zoctr Health,,,,,,,,,,,,,
Sean Muller,"iSpot.tv, Inc.",,,,,,,,,,,,,
David Schmaier,Vlocity,,,,,,,,,,,,,
Alex Capurro,Easy Payment Gateway,,,,,,,,,,,,,
Wei Su,Visunex Medical Systems,,,,,,,,,,,,,
Justin Miller,WedPics,,,,,,,,,,,,,
Dhiren Bhatia,Viewics,,,,,,,,,,,,,
Josh Kanner,Smartvid io,,,,,,,,,,,,,
Alec Lynch,DesignCrowd,,,,,,,,,,,,,
Jeff Booth,BuildDirect,,,,,,,,,,,,,
Branndon Stewart,OutboundEngine,,,,,,,,,,,,,
Brent Handler,Inspirato,,,,,,,,,,,,,
Sam Guilaumé,Movea,,,,,,,,,,,,,
Dave O'Flanagan,Boxever,,,,,,,,,,,,,
Omer David Keilaf,Innoviz Technologies,,,,,,,,,,,,,
Naoko Samata,Coiney,,,,,,,,,,,,,
Ofer Vilenski,Hola,,,,,,,,,,,,,
Nathan Labenz,Waymark (fka SocialProof),,,,,,,,,,,,,
Zoe Pointon,OpenAgent.com.au,,,,,,,,,,,,,
Kai Schoppen,Infracommerce,,,,,,,,,,,,,
Rebekah Campbell,Posse,,,,,,,,,,,,,
Sebastian Funke,Smeet,,,,,,,,,,,,,
Satoshi Sugie,WHILL,,,,,,,,,,,,,
Rotem Perelmuter,Top Prospect,,,,,,,,,,,,,
Si Shen,PapayaMobile,,,,,,,,,,,,,
Greg Alvo,OrderGroove,,,,,,,,,,,,,
Naresh Malhotra,Modern Family Doctor,,,,,,,,,,,,,
Haoyong Yang,Ganji,,,,,,,,,,,,,
Andrew Ryan,Membersuite,,,,,,,,,,,,,
Mehrdad Mahdjoubi,ORBITAL SYSTEMS,,,,,,,,,,,,,
Mark Ethier,iZotope,,,,,,,,,,,,,
Abey Zachariah,Goodbox,,,,,,,,,,,,,
Corey Reese,Ness Computing,,,,,,,,,,,,,
Mark Heffernan,Nexvet,,,,,,,,,,,,,
James N. Thomas,Just. Biotherapeutics,,,,,,,,,,,,,
Jason Meller,Kolide,,,,,,,,,,,,,
Chen Kuan,Infervision,,,,,,,,,,,,,
Eoin Dowling,Boxfish,,,,,,,,,,,,,
Michael Matousek,Luvo (formerly Flashnotes),,,,,,,,,,,,,
David Liu,"XO Group, Inc.",,,,,,,,,,,,,
Ryan Fuller,VoloMetrix,,,,,,,,,,,,,
Asaf Ganot,"ControlUp, Inc",,,,,,,,,,,,,
Devrim Yasar,Koding,,,,,,,,,,,,,
Netanel Davidi,Cyvera,,,,,,,,,,,,,
Ben Askew-Renaut,Packlink - Simply Shipping,,,,,,,,,,,,,
Paul Gollash,Voxy,,,,,,,,,,,,,
Neal Walker,Aclaris Therapeutics,,,,,,,,,,,,,
Surbhi Sarna,NVISION MEDICAL,,,,,,,,,,,,,
Jonathan Cohen,Agency of Trillions (AoT),,,,,,,,,,,,,
Richard Harris,Intent Media,,,,,,,,,,,,,
Fran Maier,Babierge,,,,,,,,,,,,,
Martynas Gudonavicius,TRAFI,,,,,,,,,,,,,
Dennis Just,Knip,,,,,,,,,,,,,
Kris Hiiemaa,ERPLY,,,,,,,,,,,,,
Philippe Laval,Kwaga,,,,,,,,,,,,,
Jeffrey Chou,Diamanti,,,,,,,,,,,,,
Ronni Zehavi,Hibob,,,,,,,,,,,,,
Radu B. Rusu,Fyusion,,,,,,,,,,,,,
Marc Ruxin,TastemakerX,,,,,,,,,,,,,
Hesaam Esfandyarpour,Genapsys,,,,,,,,,,,,,
Felix Zhao,Cassia Networks,,,,,,,,,,,,,
Paul Fulton,Cloudsona,,,,,,,,,,,,,
Vikram Vora,MyDentist,,,,,,,,,,,,,
Hong Bui,Polkast,,,,,,,,,,,,,
Cliff Moon,Opsee,,,,,,,,,,,,,
Martin Ijaha,Neyber,,,,,,,,,,,,,
Justin Oberman,Till Mobile,,,,,,,,,,,,,
Ji Xiaohua,Guokr,,,,,,,,,,,,,
Todd Brennan,"Ampient,inc",,,,,,,,,,,,,
Ben Wolstenholme,Madefire,,,,,,,,,,,,,
Radoslav Danilak,Skyera,,,,,,,,,,,,,
Craig Malloy,Lifesize,,,,,,,,,,,,,
David Mandell,PivotDesk,,,,,,,,,,,,,
Tomer Dvir,Soluto,,,,,,,,,,,,,
Massy Mehdipour,Jotter Investment,,,,,,,,,,,,,
Rania Belkahia,Afrimarket,,,,,,,,,,,,,
Simon Lenoir,Rezdy,,,,,,,,,,,,,
Taku Harada,Peatix,,,,,,,,,,,,,
Takuma Iwasa,Cerevo,,,,,,,,,,,,,
Kelly Dachtler,The Clymb,,,,,,,,,,,,,
Ronjon Nag,Cellmania,,,,,,,,,,,,,
Harmeet S. Bindra,Leixir,,,,,,,,,,,,,
Richard White,UserVoice,,,,,,,,,,,,,
Michael Smalls,Hoopla Software,,,,,,,,,,,,,
Robert Carlson,UNIFi Software,,,,,,,,,,,,,
Andras Forgacs,Modern Meadow,,,,,,,,,,,,,
David P. Mariani,AtScale,,,,,,,,,,,,,
Karl Wirth,Evergage,,,,,,,,,,,,,
Felipe Navio,Jobandtalent,,,,,,,,,,,,,
Jerry Ropelato,WhiteClouds,,,,,,,,,,,,,
Ujjal Kohli,Rhythm NewMedia,,,,,,,,,,,,,
Hannibal Baldwin,SiteZeus,,,,,,,,,,,,,
Pieter van Rooyen,Edico Genome,,,,,,,,,,,,,
Arvind Lakshmikumar,Tonbo Imaging,,,,,,,,,,,,,
Yongzhi Yang,MoboTap,,,,,,,,,,,,,
Vishal Gupta,Seclore,,,,,,,,,,,,,
Jeff Daniel,StarMaker Interactive,,,,,,,,,,,,,
Patrick Linden,Deal.com.sg,,,,,,,,,,,,,
Marta Higuera,OpenAgent.com.au,,,,,,,,,,,,,
Guy Nizan,IntSights,,,,,,,,,,,,,
Patrick Ostiguy,Accedian Networks,,,,,,,,,,,,,
Sanjay Purohit,iProf Learning Solutions,,,,,,,,,,,,,
Vikas Jha,Teracent,,,,,,,,,,,,,
Rob Salvatore,Tongal,,,,,,,,,,,,,
Darrell Heaps,Q4,,,,,,,,,,,,,
Masolova Elena,Eduson,,,,,,,,,,,,,
Dan Vene,iCapital Network,,,,,,,,,,,,,
Patrick Quinlan,Convercent,,,,,,,,,,,,,
Manik Singh,Threadflip,,,,,,,,,,,,,
Jason Ricci,Fluxx,,,,,,,,,,,,,
Lionel Baraban,FAMOCO,,,,,,,,,,,,,
Philipp Pieper,Proximic,,,,,,,,,,,,,
Sachin Katti,Kumu Networks,,,,,,,,,,,,,
Swati Gupta,Industrybuying,,,,,,,,,,,,,
Christos Cotsakos,"Pennington Ventures, LLC",,,,,,,,,,,,,
Haresh Patel,Mercatus,,,,,,,,,,,,,
Hagai Hartman,Emarsys,,,,,,,,,,,,,
Nico Sand,Zanbato,,,,,,,,,,,,,
Cheng Liu,Eureka Therapeutics,,,,,,,,,,,,,
Megan Gardner,Plum District,,,,,,,,,,,,,
Brian L. Hinman,Mimosa,,,,,,,,,,,,,
Jim Kean,WellnessFX,,,,,,,,,,,,,
Clayton Alexander,Ember Technologies,,,,,,,,,,,,,
Drew Schiller,Validic,,,,,,,,,,,,,
Victoria Livschitz,"Tonomi, Inc.",,,,,,,,,,,,,
Terry Angelos,TrialPay,,,,,,,,,,,,,
Omri Iluz,PerimeterX,,,,,,,,,,,,,
Mohan Giridharadas,LeanTaaS,,,,,,,,,,,,,
Mona Ataya,Mumzworld.com,,,,,,,,,,,,,
Marc J. Gorlin,Roadie,,,,,,,,,,,,,
Hadar Eshel,Cigloo,,,,,,,,,,,,,
Mukundu Kumaran,C1X Inc.,,,,,,,,,,,,,
Joseph Paresi,IDSS Holdings,,,,,,,,,,,,,
Quentin Vacher,JolieBox,,,,,,,,,,,,,
Chris Forman,"Appcast, Inc",,,,,,,,,,,,,
Matt Dalio,ENDLESS,,,,,,,,,,,,,
Kaan Kayabalı,Onedio,,,,,,,,,,,,,
John Poisson,Wantful,,,,,,,,,,,,,
Mo Chen,TuSimple,,,,,,,,,,,,,
Ofer Ben Noon,Argus Cyber Security,,,,,,,,,,,,,
Pavel Gurvich,GuardiCore,,,,,,,,,,,,,
Mark Weiner,Reduxio,,,,,,,,,,,,,
Bill Hu,Kika Tech,,,,,,,,,,,,,
Greg Kostello,Huma.ai,,,,,,,,,,,,,
John Squire,DynamicAction,,,,,,,,,,,,,
Jeff Ma,tenXer,,,,,,,,,,,,,
Dr. Patrick Andrae,HomeToGo,,,,,,,,,,,,,
Henry Wong,SS8 Networks,,,,,,,,,,,,,
Steve King,Black Swan Data,,,,,,,,,,,,,
Federico Vega,Sontra,,,,,,,,,,,,,
Ferry Tenka,Orami,,,,,,,,,,,,,
Heath Wells,NuORDER,,,,,,,,,,,,,
Nicolas Tejerina,Navent,,,,,,,,,,,,,
Markus Rupprecht,Traxpay,,,,,,,,,,,,,
Bruno Maisonnier,Aldebaran Robotics,,,,,,,,,,,,,
Jonathan Brassington,LiquidHub,,,,,,,,,,,,,
Udaynandan Reddy Padi,YUPPTV,,,,,,,,,,,,,
Ned Moorfield,GoCatch,,,,,,,,,,,,,
Malcolm Cowley,Performance Horizon,,,,,,,,,,,,,
Daniel Zelkind,Zeek,,,,,,,,,,,,,
Zackary King,SHYFT,,,,,,,,,,,,,
Tom Costello,Cuil,,,,,,,,,,,,,
Elie Seidman,Oyster.com,,,,,,,,,,,,,
Monisha Perkash,Lumo Bodytech,,,,,,,,,,,,,
Katsuaki Sato,Metaps Inc.,,,,,,,,,,,,,
Jeff Franco,Tendyne Holdings,,,,,,,,,,,,,
Pete Foley,Wave Computing,,,,,,,,,,,,,
Brent Grinna,EverTrue,,,,,,,,,,,,,
Peter Bauer,Mimecast,,,,,,,,,,,,,
Gerardo Obregon,Prestadero,,,,,,,,,,,,,
Russell Fadel,ThingWorx,,,,,,,,,,,,,
Jason Gardner,Magenta Therapeutics,,,,,,,,,,,,,
Somrat Niyogi,Stitch,,,,,,,,,,,,,
Yoshiki Yasui,Origami Inc.,,,,,,,,,,,,,
Mok Oh,"Moju Labs, Inc.",,,,,,,,,,,,,
Ami Gal,SQream Technologies,,,,,,,,,,,,,
Dan Murillo,Little Black Bag,,,,,,,,,,,,,
Anil Singhal,NetScout Systems,,,,,,,,,,,,,
Grant Gordon,Artemis Health,,,,,,,,,,,,,
Russell Tencer,United Wind,,,,,,,,,,,,,
"Tai ""Popo"" Chen",17 Media,,,,,,,,,,,,,
Tammy Gilon,Vascular Graft Solutions,,,,,,,,,,,,,
Brenda Schmidt,"Solera Health, Inc.",,,,,,,,,,,,,
Jules Pieri,The Grommet,,,,,,,,,,,,,
Michael Lahyani,PropertyFinder,,,,,,,,,,,,,
Jason Crawford,Modal VR,,,,,,,,,,,,,
P.J. Gunsagar,Kidaptive,,,,,,,,,,,,,
Brijraj Vaghani,Ridlr,,,,,,,,,,,,,
BC Krishna,MineralTree,,,,,,,,,,,,,
Evan Liang,LeanData,,,,,,,,,,,,,
Ke Jiao,Yongqianbao,,,,,,,,,,,,,
Darrius Thompson,SweetLabs,,,,,,,,,,,,,
Michael Duffy,CITYBASE,,,,,,,,,,,,,
Justin Effron,ALICE,,,,,,,,,,,,,
Abe Smith,Dealflo,,,,,,,,,,,,,
Bryan Burkhart,H.BLOOM,,,,,,,,,,,,,
Brian Biles,Datrium,,,,,,,,,,,,,
Mio Babic,iStreamPlanet,,,,,,,,,,,,,
Veer Gidwaney,Maxwell Health,,,,,,,,,,,,,
Sean Suchter,Pepperdata,,,,,,,,,,,,,
Hani Elias,Procured Health,,,,,,,,,,,,,
John Boyce,GnuBIO,,,,,,,,,,,,,
Vinay Bhagat,TrustRadius,,,,,,,,,,,,,
Shlomit Kugler,MyCheck,,,,,,,,,,,,,
Serge Saxonov,10X Genomics,,,,,,,,,,,,,
Gregg Spiridellis,JibJab,,,,,,,,,,,,,
Jonathan Cedar,BioLite,,,,,,,,,,,,,
Brad Hunstable,Ustream,,,,,,,,,,,,,
Slavik Markovich,Demisto,,,,,,,,,,,,,
Adam Healey,"Borrowed & Blue, Inc.",,,,,,,,,,,,,
Geoff Tate,Flex Logix Technologies,,,,,,,,,,,,,
Jonathan M. Rothberg,Butterfly Network,,,,,,,,,,,,,
Rajeev Agrawal,Innoviti,,,,,,,,,,,,,
Firmin Zocchetto,PayFit,,,,,,,,,,,,,
Scott Tilton,Hookit,,,,,,,,,,,,,
Lisa Stone,BlogHer,,,,,,,,,,,,,
Anna Zornosa,Ruby Ribbon,,,,,,,,,,,,,
Alex Kelleher,Get,,,,,,,,,,,,,
David Norris,MD Insider,,,,,,,,,,,,,
Brett Galloway,Xova Labs,,,,,,,,,,,,,
Rishi Bali,YOGASMOGA,,,,,,,,,,,,,
Eric Heil,RightCare Solutions,,,,,,,,,,,,,
Osman Khan,Paddle8,,,,,,,,,,,,,
Robert Ciampa,Business Catalytics,,,,,,,,,,,,,
Nadia Shalaby,Arctic Sand Technologies,,,,,,,,,,,,,
Arjun Mehta,Trakfire,,,,,,,,,,,,,
Thomas Noyes,Commerce Signals,,,,,,,,,,,,,
Zhang Wenming,Douyu TV,,,,,,,,,,,,,
Andrew Blackmon,The Black Tux,,,,,,,,,,,,,
Ian Collins,CrowdCare,,,,,,,,,,,,,
Dedi Gilad,TytoCare,,,,,,,,,,,,,
Avner Mor,Dyadic Security,,,,,,,,,,,,,
Gregg Freishtat,SalesWise,,,,,,,,,,,,,
Andrew Laffoon,Mixbook,,,,,,,,,,,,,
Alfred Chuang,Magnet Systems Inc.,,,,,,,,,,,,,
James Borow,SHIFT,,,,,,,,,,,,,
Matias Recchia,IguanaFix,,,,,,,,,,,,,
Mike Harris,Zonoff,,,,,,,,,,,,,
Oskar Hjertonsson,Needish,,,,,,,,,,,,,
Marc Fenigstein,Alta Motors,,,,,,,,,,,,,
Shaun Ritchie,Teem,,,,,,,,,,,,,
Chris Möller,Campanda,,,,,,,,,,,,,
David Vinca,eSpark,,,,,,,,,,,,,
James Sider,Bandpage,,,,,,,,,,,,,
Michael Paolucci,Slooh,,,,,,,,,,,,,
Daniel Rothman,GlassesUSA,,,,,,,,,,,,,
Joshua Feast,Cogito Corporation,,,,,,,,,,,,,
Neil Warren,eHarmony,,,,,,,,,,,,,
Philippe Corrot,Mirakl,,,,,,,,,,,,,
Steven Lam,GOGOVAN,,,,,,,,,,,,,
David Friedman,Ayla Networks,,,,,,,,,,,,,
Daniel Roth,Semantic Machines,,,,,,,,,,,,,
Noah Ready-Campbell,Twice,,,,,,,,,,,,,
Shmulik Grizim,Webydo.,,,,,,,,,,,,,
Dinesh Agarwal,IndiaMART,,,,,,,,,,,,,
Pablo Casarino,Quasar Builders,,,,,,,,,,,,,
Mihael Mikek,Celtra Inc.,,,,,,,,,,,,,
Basil Enan,"Discors, Inc.",,,,,,,,,,,,,
Ran Makavy,Snaptu,,,,,,,,,,,,,
Eugene Danilkis,Mambu,,,,,,,,,,,,,
McKay Thomas,"First Opinion, Inc.",,,,,,,,,,,,,
Opher Kahane,Origami Logic,,,,,,,,,,,,,
Xu Zou,ZingBox,,,,,,,,,,,,,
Yoshinari Yoshikawa,Miselu Inc.,,,,,,,,,,,,,
Zack Rosen,Pantheon,,,,,,,,,,,,,
Ali Servet Eyüboğlu,English Ninjas,,,,,,,,,,,,,
Amar Arsikere,Infoworks,,,,,,,,,,,,,
Barbaros Özbugutu,iyzico,,,,,,,,,,,,,
Devkumar Gandhi,moBack,,,,,,,,,,,,,
Mike Cook,XOR Data Exchange,,,,,,,,,,,,,
Hironobu Yoshikawa,Treasure Data,,,,,,,,,,,,,
Gilles RAYMOND,News Republic,,,,,,,,,,,,,
Doron Gordon,Samanage,,,,,,,,,,,,,
Sravish Sridhar,Kinvey,,,,,,,,,,,,,
James Gwertzman,"PlayFab, Inc.",,,,,,,,,,,,,
Vince Passione,"LendKey Technologies, Inc.",,,,,,,,,,,,,
Jianzhang Liang,Ctrip,,,,,,,,,,,,,
Richard Price,Academia.edu,,,,,,,,,,,,,
Angelique Augereau,Zafu,,,,,,,,,,,,,
Nisan Gabbay,Sociable Labs,,,,,,,,,,,,,
Carlin Wiegner,CubeTree,,,,,,,,,,,,,
Ken Tamagawa,SORACOM,,,,,,,,,,,,,
Nick Drandakis,TaxiBeat,,,,,,,,,,,,,
Inder Guglani,Guru,,,,,,,,,,,,,
Scott Saunders,Payoff,,,,,,,,,,,,,
Jason Kassin,FilmTrack,,,,,,,,,,,,,
Julia Bijaoui,Frichti,,,,,,,,,,,,,
Ola Sars,Soundtrack Your Brand,,,,,,,,,,,,,
Gerald Heydenreich,Pippa Jean,,,,,,,,,,,,,
Jon Radoff,Disruptor Beam,,,,,,,,,,,,,
Frank Huerta,TransLattice,,,,,,,,,,,,,
Sheeroy D. Desai,Gild,,,,,,,,,,,,,
Eric Cheng,Carsome,,,,,,,,,,,,,
Spencer Hutchins,Reflexion Health,,,,,,,,,,,,,
Andrea Anderheggen,Shopgate,,,,,,,,,,,,,
Shawn Carpenter,RepIQ,,,,,,,,,,,,,
Emily Greer,Kongregate,,,,,,,,,,,,,
Jacob Taylor,"Replicat, Inc.",,,,,,,,,,,,,
John Belizaire,FirstBest,,,,,,,,,,,,,
Giles Palmer,Brandwatch,,,,,,,,,,,,,
Rashid Mansoor,Hadean,,,,,,,,,,,,,
Alexis Prenn,Receipt Bank,,,,,,,,,,,,,
Ben Bernstein,Twistlock,,,,,,,,,,,,,
Aaron Schildkrout,HowAboutWe,,,,,,,,,,,,,
Russell Fradin,Dynamic Signal,,,,,,,,,,,,,
Ryan Simonetti,Convene,,,,,,,,,,,,,
Erik Pfannmöller,fredknows.IT,,,,,,,,,,,,,
Jay Whitehead,LeagueNetwork.com,,,,,,,,,,,,,
Simon Fabich,MONOQI,,,,,,,,,,,,,
Jared Schrieber,InfoScout,,,,,,,,,,,,,
Sachin Kamdar,Parsely,,,,,,,,,,,,,
Michael Cluzel,Eatigo,,,,,,,,,,,,,
Uri Alter,Cyvera,,,,,,,,,,,,,
Guy Miasnik,AtHoc,,,,,,,,,,,,,
Ernest Loumaye,ObsEva,,,,,,,,,,,,,
Deepak Agarwal,Choxi,,,,,,,,,,,,,
Mallik Sundaram,Mitra Biotech,,,,,,,,,,,,,
David Perry,Gaikai,,,,,,,,,,,,,
Jean-Daniel Guyot,Trainline France,,,,,,,,,,,,,
Grant L. Verstandig,Audax Health Solutions,,,,,,,,,,,,,
Kreg Peeler,SpinGo,,,,,,,,,,,,,
Anurag Dod,AdIQuity,,,,,,,,,,,,,
Abdul Naushad,PayCommerce,,,,,,,,,,,,,
Srikanth Iyer,homelane,,,,,,,,,,,,,
Saar Yoskovitz,Augury,,,,,,,,,,,,,
Soujanya Bhumkar,Cooliris,,,,,,,,,,,,,
Eren Ozagir,Push Doctor,,,,,,,,,,,,,
Ulrik Bo Larsen,Falcon.io,,,,,,,,,,,,,
Don Mal,Vena Solutions,,,,,,,,,,,,,
Nikhil Sethi,Adaptly,,,,,,,,,,,,,
Alex Edelstein,fr8,,,,,,,,,,,,,
Seunggeon Lee,Viva Republica,,,,,,,,,,,,,
Ante Krsnanac,Move24,,,,,,,,,,,,,
Scott Ingraham,Rent.com,,,,,,,,,,,,,
Bo Lu,FutureAdvisor,,,,,,,,,,,,,
Orazio Buzza,Fooda,,,,,,,,,,,,,
Juan Urdiales,Jobandtalent,,,,,,,,,,,,,
Rachel Carlson,Guild Education,,,,,,,,,,,,,
Todd Belveal,Washlava,,,,,,,,,,,,,
J. Venter,Human Longevity,,,,,,,,,,,,,
Benjamin Cardoso,LeCab,,,,,,,,,,,,,
Tomer Levy,Logz.io,,,,,,,,,,,,,
Nick Francis,Help Scout,,,,,,,,,,,,,
T.J. Clark,TurnKey Vacation Rentals,,,,,,,,,,,,,
Alessandro Petazzi,Musement,,,,,,,,,,,,,
Manu Mathew,Visual IQ,,,,,,,,,,,,,
Bridget Loudon,Expert360,,,,,,,,,,,,,
Sergiu Biriș,Zonga,,,,,,,,,,,,,
Stephan Uhrenbacher,FLIO,,,,,,,,,,,,,
Christian Bogatu,Fresh Energy GmbH,,,,,,,,,,,,,
Jason Flick,You.i,,,,,,,,,,,,,
Anand Babu Periasamy,"Minio, Inc.",,,,,,,,,,,,,
Dror Ben-Naim,Smart Sparrow,,,,,,,,,,,,,
Sascha Konietzke,Contentful,,,,,,,,,,,,,
Vinicius Vacanti,YipitData,,,,,,,,,,,,,
Amit Narayan,Autogrid,,,,,,,,,,,,,
Georg Petschnigg,FiftyThree,,,,,,,,,,,,,
Jeffrey Marrazzo,Spark Therapeutics,,,,,,,,,,,,,
Alex Gorelik,Waterline Data,,,,,,,,,,,,,
Mitch Butler,MyPurpleFolder,,,,,,,,,,,,,
David Soloff,Premise,,,,,,,,,,,,,
Tony Zhao,Agora.io,,,,,,,,,,,,,
Nathan Eagle,Jana,,,,,,,,,,,,,
Cormac Kinney,Flont.Club,,,,,,,,,,,,,
Dorian Selz,Squirro,,,,,,,,,,,,,
Saurabh Saxena,Holachef,,,,,,,,,,,,,
Brian Schechter,HowAboutWe,,,,,,,,,,,,,
Saki Dodelson,Achieve3000,,,,,,,,,,,,,
Vadim Polikov,Direct Energy Solar,,,,,,,,,,,,,
Michael Topolovac,CRAVE,,,,,,,,,,,,,
Kumar Mehta,Versa Networks,,,,,,,,,,,,,
Rami Sass,WhiteSource,,,,,,,,,,,,,
Abhishek Bansal,Shadowfax Technologies,,,,,,,,,,,,,
Paulo Veras,99,,,,,,,,,,,,,
Bram de Zwart,3D Hubs,,,,,,,,,,,,,
Jay Desai,PatientPing,,,,,,,,,,,,,
Ethan Song,Frank & Oak,,,,,,,,,,,,,
Bob Richards,"Moon Express, Inc.",,,,,,,,,,,,,
Amit Chatterjee,Leap Commerce,,,,,,,,,,,,,
Andrej Henkler,Leblon Capital,,,,,,,,,,,,,
Michael Carvin,SmartAsset,,,,,,,,,,,,,
Guilherme Mynssen,ChefsClub,,,,,,,,,,,,,
Asaf Somekh,iguazio,,,,,,,,,,,,,
Ran Sarig,Datorama,,,,,,,,,,,,,
Ditlev Bredahl,OnApp,,,,,,,,,,,,,
Wen Chu,GWC,,,,,,,,,,,,,
Justin Bedecarre,HelloOffice,,,,,,,,,,,,,
Sam Lee,FleetUp,,,,,,,,,,,,,
Maaz Sheikh,STARZ PLAY,,,,,,,,,,,,,
Steven Smith,Finicity,,,,,,,,,,,,,
Demet Suzan Mutlu,Trendyol Group,,,,,,,,,,,,,
Gregg Sando,Cell Medica,,,,,,,,,,,,,
Shaukat Shamim,YouPlus,,,,,,,,,,,,,
Jason Brown,Tally Technologies,,,,,,,,,,,,,
Roman Tsunder,PTTOW!,,,,,,,,,,,,,
Jens Begemann,Wooga,,,,,,,,,,,,,
Ameesh Paleja,Atom Tickets,,,,,,,,,,,,,
Mark T. Lynn,DSTLD,,,,,,,,,,,,,
Chris Giordano,MiMedia,,,,,,,,,,,,,
Fred Shilmover,InsightSquared,,,,,,,,,,,,,
Ruslan Zaydullin,DOC+,,,,,,,,,,,,,
Don Spear,OpenSesame,,,,,,,,,,,,,
Ross Shanken,Jornaya,,,,,,,,,,,,,
Tal Weiss,OverOps,,,,,,,,,,,,,
Eli Singer,Jethro,,,,,,,,,,,,,
Hugo Fiennes,Electric Imp,,,,,,,,,,,,,
Martin Floreani,FloSports,,,,,,,,,,,,,
Rod Johnson,SpringSource,,,,,,,,,,,,,
Paul Albright,Captora,,,,,,,,,,,,,
Matthew Bellows,Yesware,,,,,,,,,,,,,
Matt Zitzmann,Kamcord,,,,,,,,,,,,,
Ahmed Alkhatib,MarkaVIP,,,,,,,,,,,,,
Bonnie Crater,Full Circle Insights,,,,,,,,,,,,,
Phil Harris,Geofeedia,,,,,,,,,,,,,
Ari Tulla,BetterDoctor,,,,,,,,,,,,,
Zohar Dayan,Wibbitz,,,,,,,,,,,,,
Benny De-Kalo,Worthy,,,,,,,,,,,,,
Greg Moran,ZoomCar,,,,,,,,,,,,,
Brian Berger,BDB Ventures,,,,,,,,,,,,,
Konstantin Urban,Windeln.de,,,,,,,,,,,,,
Asi Sharabi,Wonderbly,,,,,,,,,,,,,
Michael Huang,Glow,,,,,,,,,,,,,
