Full Name,Primary Company,Founding Time,Previous startups?,Consulting before start-up,Undergraduate College,Standardized University,Education (Type of degree/major),Standardized Major,Degree Type,Graduate Degree Time,Graduate Institution,Standardized Graduate Institution,Graduate Studies,Standardized Graduate Studies,Graduate Diploma,Ever served as TA/Teacher/Professor/Mentor?,# Years of employment (non-founder),Worked as product manager/director/head/VP?,Worked at Google?,Worked at Microsoft?,Worked in Sales?
Shaun Ritchie,Teem,2013,0,0,Brigham Young University,Brigham Young University,Marketing / Advertising,Business,BS,2006,University of Utah - David Eccles School of Business,University of Utah,Business,Business,MBA,0,0,0,0,0,0
Marc Fenigstein,Alta Motors,2009,1,1,Dartmouth College,Dartmouth College,Engineering modified with Studio Art,Engineering,BA,2002,Dartmouth College,Dartmouth College,Engineering Management,Opreations Research,MEng,0,8,0,0,0,0
Mike Harris,Zonoff,2011,3,0,Purdue University,Purdue University,Computer/Electrical Engineering,Computer Science,BS,,,,,,,1,0,0,0,0,0
Alfred Chuang,Magnet Systems Inc.,2008,1,0,University of California Davis,University of California Davis,Computer Science,Computer Science,BS,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Gregg Freishtat,SalesWise,2014,1,0,Boston University,Boston University,Philosphophy,Philosophy,JD,1988,University of Maryland Francis King Carey School of Law,University of Maryland,Law,Law,JD,0,0,0,0,0,0
Andrew Blackmon,The Black Tux,2012,1,0,Pepperdine University,Pepperdine University,Literature,English,BA,2011,HEC Paris,HEC Paris,Business,Business,MBA,0,2,0,0,0,0
Thomas Noyes,Commerce Signals,2014,0,0,,,,,,,,,,,,0,22,0,0,0,1
Nadia Shalaby,Arctic Sand Technologies,2010,1,0,,,,,,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Computer Science,Computer Science,PhD,1,24,1,0,0,0
Osman Khan,Paddle8,2011,1,1,Northwestern University,Northwestern University,Economics and Social Policy,Economics,BA,2007,Harvard Business School,Harvard University,Business,Business,MBA,NaN,NaN,NaN,NaN,NaN,NaN
Eric Heil,RightCare Solutions,2011,0,0,University of Pennsylvania,University of Pennsylvania,"Systems Engineering, Healthcare Systems",Operations Research,BS,2010,University of Pennsylvania - The Wharton School,University of Pennsylvania,Business,Business,MBA,0,6,0,0,0,1
Rishi Bali,YOGASMOGA,2010,2,0,,,,,,2003,Columbia University in the City of New York,Columbia University,,,MS,0,14,0,0,0,0
Brett Galloway,Xova Labs,2011,1,0,Stanford University,Stanford University,Electrical Engineering,Electrical Engineering,BS,1981,Stanford University,Stanford University,Electrical Engineering,Electrical Engineering,MS,0,17,0,0,0,0
David Norris,MD Insider,2017,4,0,The University of Texas at Dallas,University of Texas Dallas,Computer Science,Computer Science,BS,,,,,,,1,5,0,0,0,0
Anna Zornosa,Ruby Ribbon,2011,1,0,,,,,,,University of Wisconsin-Madison,University of Wisconsin Madison,Communication,Business,MA,1,7,0,0,0,1
Lisa Stone,BlogHer,2005,0,0,Wellesley College,Wellesley College,"Political Science, Spanish minor.",Political Science,BA,2001,Harvard University,Harvard University,,,,0,11,0,0,1,0
Scott Tilton,Hookit,2007,0,0,Elon University,Elon University,Sports Medicine,Biology,BS,2000,Mercy College,Mercy College,Internet Business Systems,Business,MS,1,0,0,0,0,0
Geoff Tate,Flex Logix Technologies,2014,2,0,University of Alberta,University of Alberta,Computer Science,Computer Science,BS,1984,Santa Clara University,Santa Clara University,,,MEng,1,11,0,0,0,0
Adam Healey,"Borrowed & Blue, Inc.",2012,2,0,University of Virginia,University of Virginia,Business,Business,BS,2003,University of Virginia,University of Virginia,Business,Business,MBA,1,2,0,0,0,0
Slavik Markovich,Demisto,2015,0,0,Israel Institute of Technology,Israel Institute of Technology,Computer Science,Computer Science,BS,,,,,,,0,10,0,0,0,0
Brad Hunstable,Ustream,2011,0,0,United States Military Academy at West Point,United States Military Academy at West Point,Management/Systems Engineering,Operations Research,BS,2003,The Ohio State University Fisher College of Business,Ohio State University,Business,Business,MBA,0,4,0,0,0,0
Jonathan Cedar,BioLite,2009,0,0,Dartmouth College,Dartmouth College,,,,,,,,,,0,6,0,0,0,0
Gregg Spiridellis,JibJab,1999,0,0,Rutgers University,Rutgers University,Finance,Business,BS,1997,The Wharton School,University of Pennsylvania,Business,Business,MBA,0,4,0,0,0,0
Serge Saxonov,10X Genomics,2012,1,0,Harvard University,Harvard University,Applied Math,Mathematics,BA,2000,Stanford University,Stanford University,Biomedical Informatics,Biology,PhD,0,0,0,0,0,0
Hani Elias,Procured Health,2012,1,1,Harvard University,Harvard University,Social Studies,Sociology,BA,2005,Harvard Law School,Harvard University,Law,Law,JD,0,3,0,0,0,0
Sean Suchter,Pepperdata,2012,0,0,Caltech,California Institute of Technology,,,,,,,,,,0,14,0,0,1,0
Veer Gidwaney,Maxwell Health,2013,2,0,University of Western Ontario,University of Western Ontario,,,,,,,,,,0,0,0,0,0,0
Mio Babic,iStreamPlanet,2007,0,0,Montana State University-Billings,Montana State University Billings,"Finance, Economics",Economics,BS,,,,,,,0,0,0,0,0,0
Brian Biles,Datrium,2012,0,0,"University of California, Santa Cruz",University of California Santa Cruz,Computer and Information Sciences,Computer Science,BA,,,,,,,0,21,1,0,0,1
Bryan Burkhart,H.BLOOM,2009,0,0,University of Pennsylvania - The Wharton School,University of Pennsylvania,Entrepreneurial Management,Business,BS,,,,,,,1,5,0,0,0,1
Abe Smith,Dealflo,2009,3,0,"Bartlett School of Architecture, UCL",UCL,Architecture,Architecture,BS,,,,,,,0,12,0,0,0,0
Justin Effron,ALICE,2012,0,1,University of Pennsylvania,University of Pennsylvania,History,History,BA,,,,,,,0,1,0,0,0,0
Michael Duffy,CITYBASE,2013,0,0,Purdue University,Purdue University,,,BS,2010,The University of Chicago - Booth School of Business,,Business,Business,MBA,0,7,0,0,0,0
Darrius Thompson,SweetLabs,2008,2,0,,,,,,,,,,,,0,9,0,0,0,0
Evan Liang,LeanData,2012,0,1,Stanford University,Stanford University,Industrial Engineering,Operations Research,BS,2004,Northwestern University - Kellogg School of Management,,Business,Business,MBA,0,9,1,0,1,1
BC Krishna,MineralTree,2011,1,0,"Birla Institute of Technology and Science, Pilani",Birla Institute of Technology and Science Pilani,,,,1992,Massachusetts Institute of Technology,,"Visual Studies, MIT Media Lab",Media,MS,0,0,0,0,0,0
P.J. Gunsagar,Kidaptive,2011,1,0,"University of California, Los Angeles",University of California Los Angeles,Political Science,Political Science,BA,1998,Stanford University Law School,Stanford University,Law,Law,JD,0,4,0,0,0,0
Jules Pieri,The Grommet,2008,0,1,University of Michigan,University of Michigan,"Industrial Design, Graphic Design, French",Design,BA,1984,Harvard Business School,,Business,Business,MBA,1,16,0,0,0,0
Brenda Schmidt,"Solera Health, Inc.",2015,0,0,Indiana University Bloomington,Indiana University Bloomington,Microbiology,Biology,BS,,Arizona State University - W. P. Carey School of Business,,MBA,Business,,1,19,0,0,0,0
Russell Tencer,United Wind,2013,2,0,Fashion Institute of Technology,Fashion Institute of Technology,Design,Design,,2015,Harvard Business School,,,,,0,10,0,0,0,0
Grant Gordon,Artemis Health,2013,0,1,Brigham Young University,Brigham Young University,"Information Systems Management, Japanese",Operations Research,BS,,,,,,,1,15,1,0,0,0
Dan Murillo,Little Black Bag,2011,0,0,Amherst College,Amherst College,Magna Cum Laude Field Of StudyComputer Science,Computer Science,BA,2006,Stanford University Graduate School of Business,Stanford University,Business,Business,MBA,0,4,1,0,1,0
Somrat Niyogi,Stitch,2013,1,0,The University of Texas at Austin,University of Texas Austin,Computer Science,Computer Science,BS,,,,,,,0,6,0,0,0,1
Jason Gardner,Magenta Therapeutics,2016,0,0,Cambridge University,Cambridge University,Biochemistry,Chemistry,BA,1995,Harvard University,,Biology,Biology,PhD,1,18,0,0,0,0
Russell Fadel,ThingWorx,2014,1,0,Duke University,Duke University,Mechanical Engineering,Mechanical Engineering,BS,,,,,,,0,2,0,0,0,0
Gerardo Obregon,Prestadero,2011,0,0,Universidad Iberoamericana Ciudad de México,Universidad Iberoamericana Ciudad de México,Chemical Engineering,Chemistry,BE,2008,Stanford University,Stanford University,Business,Business,Executive Education,0,6,0,0,0,0
Peter Bauer,Mimecast,2003,2,1,Institute of Marketing Management South Africa,Institute of Marketing Management South Africa,Marketing,Business,,,,,,,,0,0,0,0,0,0
Brent Grinna,EverTrue,2010,0,1,Brown University,Brown University,"International Relations Field Of StudySpanish, Portuguese, Italian",International Relations,BA,2008,Harvard Business School,,Business,Business,MBA,1,4,0,0,0,0
Pete Foley,Wave Computing,2009,1,0,Rice University,Rice University,Electrical Engineering,Electrical Engineering,BS,1982,"University of California, Berkeley",,Computer Science,Computer Science,MS,0,14,1,0,0,0
Jeff Franco,Tendyne Holdings,,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Monisha Perkash,Lumo Bodytech,2011,1,0,Yale University,Yale University,Psychology,Psychology,BA,,Stanford University Graduate School of Business,Stanford University,Business,Business,MBA,0,2,1,0,0,0
Elie Seidman,Oyster.com,2007,1,0,University of Pennsylvania,University of Pennsylvania,Materials Science,Engineering,BE,,,,,,,0,2,1,0,1,0
Tom Costello,Cuil,2006,0,0,,,,,,1990,Stanford University,Stanford University,Business,Business,MBA,1,19,0,0,0,0
Zackary King,SHYFT,2010,1,0,Bentley University,Bentley University,Computer Information Systems,Computer Science,,,,,,,,0,7,0,0,0,0
Malcolm Cowley,Performance Horizon,2010,1,0,,,,,,,,,,,,0,0,0,0,0,0
Ned Moorfield,GoCatch,2011,0,1,University of Adelaide,University of Adelaide,Computer Systems,Computer Science,BE,2010,Australian Graduate School of Management,,Business,Business,MBA,0,4,0,0,0,0
Udaynandan Reddy Padi,YUPPTV,2006,0,0,Delhi College of Engineering,Delhi College of Engineering,"Electrical, Electronics and Communications Engineering",Electrical Engineering,BE,,,,,,,0,13,0,0,0,1
Jonathan Brassington,LiquidHub,2001,0,0,Misericordia University,Misericordia University,Computer Science/Mathematics,Computer Science,BS,1996,University of Pennsylvania,,Telecommunications & Operations,Engineering,MS,1,5,0,0,0,0
Nicolas Tejerina,Navent,2010,0,1,Universidad Torcuato Di Tella,Universidad Torcuato Di Tella,Estudios Internacionales,International Relations,BA,2000,"Universidad Austral, Buenos Aires",,Finance,Business,,0,5,0,0,0,0
Heath Wells,NuORDER,2011,0,0,University of Adelaide,University of Adelaide,"Marketing Major Other: Finance, Accounting & Law",Business,BA,,,,,,,0,10,0,0,0,1
Henry Wong,SS8 Networks,1999,5,0,University of Utah,University of Utah,Finance - Economics,Economics,BS,1980,Golden Gate University,,Business,Business,MBA,0,17,0,0,0,1
Jeff Ma,tenXer,2011,1,0,MIT,Massachusetts Institute of Technology,Mechanical Engineering,Mechanical Engineering,BS,,,,,,,0,4,0,0,0,0
John Squire,DynamicAction,2015,0,0,University of California at Davis,University of California Davis,Chemical Engineering,Chemistry,BS,1996,University of Michigan - Stephen M. Ross School of Business,,Business,Business,MBA,0,13,1,0,0,0
Mo Chen,TuSimple,,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
John Poisson,Wantful,2011,2,0,Boston University,Boston University,Film Production,Film,BS,,,,,,,1,10,1,0,0,0
Matt Dalio,ENDLESS,2011,1,0,Harvard University,Harvard University,"Psychology, Economics",Psychology,BA,2010,Stanford University,Stanford University,Business,Business,MBA,0,1,0,0,0,0
Chris Forman,"Appcast, Inc",,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Joseph Paresi,IDSS Holdings,2012,1,0,Manhattan College,Manhattan College,"Electrical Engineering,Electrical Engineering",Electrical Engineering,BA,1989,Pace University - Lubin School of Business,,Business,Business,MBA,0,NaN,NaN,NaN,NaN,NaN
Mukundu Kumaran,C1X Inc.,2014,1,0,Anna University,Anna University,Engineering,Engineering,BE,,,,,,,0,17,0,0,0,0
Marc J. Gorlin,Roadie,,0,0,,,,,,,,,,,,0,0,0,0,0,0
Omri Iluz,PerimeterX,2014,0,0,Tel Aviv University,Tel Aviv University,Computer Science,Computer Science,BS,,,,,,,0,13,1,0,0,1
Terry Angelos,TrialPay,2006,1,0,University of the Witwatersrand,University of the Witwatersrand,Electrical Engineering,Electrical Engineering,BS,2003,MIT - Sloan School of Management,,Business,Business,MBA,0,4,1,0,0,0
Victoria Livschitz,"Tonomi, Inc.",2013,1,0,Kharkiv State University,Kharkiv State University,Applied Mathematics,Mathematics,BS,2004,Stanford University,Stanford University,Computer Science,Computer Science,,0,13,0,0,0,0
Drew Schiller,Validic,2016,2,0,University of Iowa,University of Iowa,Computer Science and Graphic Design,Computer Science,BA,,,,,,,1,0,0,0,0,0
Clayton Alexander,Ember Technologies,2012,2,0,California Institute of the Arts,California Institute of the Arts,Lighting Design for the Performing Arts,Design,BA,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Jim Kean,WellnessFX,2010,1,0,Lewis and Clark College,Lewis and Clark College,"Economics, Spanish",Economics,BA,,The Tuck School of Business at Dartmouth,,Business,Business,MBA,NaN,NaN,NaN,NaN,NaN,NaN
Megan Gardner,Plum District,2010,0,0,Smith College,Smith College,History,History,BA,2004,Harvard Business School,,Business,Business,MBA,0,8,0,0,0,1
Cheng Liu,Eureka Therapeutics,2006,0,0,Peking University,Peking University,Biology,Biology,BS,1990,"University of California, Berkeley",,,,PhD,1,9,0,0,0,0
Haresh Patel,Mercatus,2013,0,0,University of Notre Dame,University of Notre Dame,Electrical Engineering,Electrical Engineering,BA,,,,,,,0,23,0,0,0,1
Sachin Katti,Kumu Networks,2014,1,0,IIT Bombay,IIT Bombay,Electrical Engineering,Electrical Engineering,BE,2003,Massachusetts Institute of Technology,,Computer Science,Computer Science,PhD,1,9,0,0,0,0
Jason Ricci,Fluxx,2010,0,0,North Carolina State University,North Carolina State University,,,,,,,,,,0,2,1,0,0,0
Manik Singh,Threadflip,2011,0,0,University of Pune,University of Pune,Engineering,Engineering,BE,1999,State University of New York College at Buffalo,,Human Computer Interaction,Computer Science,MS,0,11,1,0,0,0
Rob Salvatore,Tongal,2008,0,0,Boston College,Boston College,Finance,Business,,2001,The University of Texas at Austin - The Red McCombs School of Business,,Business,Business,MBA,0,9,0,0,0,0
Vikas Jha,Teracent,2004,0,0,"Indian Institute of Technology, Delhi",Indian Institute of Technology Delhi,Computer Science,Computer Science,BE,1991,"University of California, Los Angeles",,Computer Science,Computer Science,PhD,1,8,0,0,0,0
Jeff Daniel,StarMaker Interactive,2016,0,0,Brown University,Brown University,Business Economics,Business,BA,,,,,,,0,9,0,0,0,0
Pieter van Rooyen,Edico Genome,2013,3,0,University of Johannesburg,University of Johannesburg,Electrical Engineering,Electrical Engineering,PhD,,,,,,,1,13,0,0,0,0
Ujjal Kohli,Rhythm NewMedia,2014,3,1,"Indian Institute of Technology, Delhi",Indian Institute of Technology Delhi,Electrical Engineering,Electrical Engineering,BE,1984,Harvard Business School,,Business,Business,MBA,0,15,1,0,0,0
Karl Wirth,Evergage,2010,0,0,Harvard University,Harvard University,Physics,Physics,BA,,,,,,,0,9,1,0,0,0
David P. Mariani,AtScale,2013,1,0,"University of California, Los Angeles",University of California Los Angeles,Economics,Economics,BA,,,,,,,0,17,1,0,0,0
Andras Forgacs,Modern Meadow,2011,2,1,Harvard University,Harvard University,Government,Political Science,BA,2003,The Wharton School,,Business,Business,MBA,0,15,0,0,0,0
Robert Carlson,UNIFi Software,2014,0,0,University of Utah,University of Utah,Behavioral Psychology,Psychology,BA,,Westminster College,,Business,Business,MBA,0,21,0,0,0,1
Michael Smalls,Hoopla Software,2010,0,0,Calvin College,Calvin College,"Business, Computer Science, Spanish",Computer Science,BA,,,,,,,0,16,0,0,0,1
Richard White,UserVoice,2007,2,0,North Carolina State University,North Carolina State University,Computer Science,Computer Science,BA,,,,,,,0,8,0,0,0,0
Harmeet S. Bindra,Leixir,,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Kelly Dachtler,The Clymb,2009,0,0,Parsons School of Design - The New School,Parsons School of Design,Graphic Design,Design,,,,,,,,0,14,0,0,0,0
Taku Harada,Peatix,2009,0,0,Yale University,Yale University,History,History,BA,,,,,,,0,11,1,0,0,0
Simon Lenoir,Rezdy,2011,1,0,University CFH GRENOBLE,University of Grenoble,IT & Management,Operations Research,BA,2002,Université Paul Cézanne (Aix-Marseille III),,,,MBI,0,9,0,0,0,0
David Mandell,PivotDesk,2012,1,1,Lehigh University,Lehigh University,,,,,,,,,,0,6,0,0,0,0
Craig Malloy,Lifesize,2014,1,0,United States Naval Academy,United States Naval Academy,Political Science GradeVarious,Political Science,BS,1992,"University of California, Los Angeles - The Anderson School of Management",,Business,Business,MBA,0,5,0,0,0,0
Ben Wolstenholme,Madefire,2011,1,0,Central Saint Martins,Central Saint Martins,Graphic Design & Film,Design,BA,,,,,,,0,0,0,0,0,0
Cliff Moon,Opsee,2015,1,0,University of Delaware,University of Delaware,CIS,Computer Science,BS,,,,,,,0,6,0,0,0,0
Hesaam Esfandyarpour,Genapsys,2010,1,0,Sharif University of Technology,Sharif University of Technology,Electrical Engineering,Electrical Engineering,BS,2009,Stanford University School of Medicine,Stanford University,Medicine,Medicine,MS,1,6,0,0,0,0
Marc Ruxin,TastemakerX,2011,0,0,Hamilton College,Hamilton College,History,History,BA,1995,Columbia Business School,,Business,Business,MBA,0,15,0,0,0,1
Radu B. Rusu,Fyusion,2013,0,0,,,,,,2005,Technische Universität München,,Computer Science,Computer Science,PhD,1,10,0,0,0,0
Ronni Zehavi,Hibob,2015,2,0,Tel Aviv University,Tel Aviv University,History,History,BA,,,,,,,0,11,0,0,0,1
Abir Sen,Gravie,2013,1,0,Lawrence University,Lawrence University,Economics,Economics,BA,2003,Harvard Business School,,Business,Business,MBA,0,0,0,0,0,0
Alex Bell,Signal360 (formerly Sonic Notify),,0,0,,,,,,,,,,,,0,0,0,0,0,0
Stephen Bollinger,Rinovum Women's Health,2010,0,0,United States Military Academy at West Point,United States Military Academy at West Point,Mechanical Engineering,Mechanical Engineering,BS,1989,Oklahoma City University,,Business,Business,MBA,1,9,1,0,0,1
Shaffi Mather,Ziqitza Health Care,2004,0,0,Mahatma Gandhi University,Mahatma Gandhi University,Accounting,Business,BA,2014,Stanford University,Stanford University,,,,0,9,0,0,0,0
Robert Holler,VersionOne,2002,0,1,Auburn University,Auburn University,Electrical Engineering,Electrical Engineering,BS,1986,Georgia Institute of Technology,,"Marketing, Finance",Business,MS,0,10,0,0,0,0
Kevin J. Duffy,Fastback Networks,,0,0,,,,,,,,,,,,0,13,0,0,0,0
Bill Gerhart,Elevation Pharmaceuticals,2008,0,0,Baylor University,Baylor University,,,BA,1989,Harvard Business School,,Business,Business,MBA,0,0,0,0,0,0
Toby Rowland,Mangahigh,2008,2,0,University of Oxford,University of Oxford,Japaneses,Language,,,,,,,,0,7,0,0,0,1
Dave Gilbert,Evermind,2012,1,0,Abilene Christian University,Abilene Christian University,Human Communication,Business,BA,1994,The University of Texas at Austin,,Communication Studies and Rhetoric,English,PhD,1,8,1,0,0,1
Tuan Ha-Ngoc,deNovis,,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Shane Dyer,Arrayent,2005,2,0,Stanford University,Stanford University,Computer Systems Engineering,Computer Science,BS,,,,,,,0,3,0,0,0,0
Jeffrey Wagner,Aquilon Energy Services,2012,0,0,Northern Illinois University,Northern Illinois University,"Computer Science, Business",Computer Science,BS,,,,,,,0,17,0,0,0,0
Tuvia Barlev,Actelis Networks,2013,2,0,Tel Aviv University,Tel Aviv University,Communications and Signal Processing GradeSuma Cum Laude,Computer Science,BS,,Tel Aviv University,,Communications and Signal Processing GradeSuma Cum Laude,English,MEng,0,3,0,0,0,0
Trevor Stout,yap.TV,2010,2,0,"University of California, Los Angeles",University of California Los Angeles,Computer Science and Enigineering,Computer Science,BA,,,,,,,0,2,0,0,0,0
Chris Caldwell,"LockPath, Inc.",2010,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Pauline Alker,A la Mobile,,0,0,,,,,,,,,,,,0,0,0,0,0,0
Emek Kırbıyık,Dugun.com,2007,0,0,ITU,ITU,"City and Urban Planning, Architecture",Architecture,,1998,Bogazici University,,Business,Business,MBA,0,0,0,0,0,0
Manish Taneja,Purplle,2012,0,0,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,Electrical Engineering,Electrical Engineering,BE,2006,"Indian Institute of Technology, Delhi",,Electrical Engineering,Electrical Engineering,MEng,0,5,0,0,0,0
Jason Wesbecher,myDocket,2012,0,0,University of Pennsylvania,University of Pennsylvania,Economics,Economics,,,,,,,,0,15,0,0,0,1
PJ Gurumohan,GENWI,2006,0,0,B. M. S. College of Engineering,B. M. S. College of Engineering,Electronics & Communication,Electrical Engineering,BE,2003,Arizona State University,,Electrical Engineering,Electrical Engineering,PhD,1,0,0,0,0,0
Poojan Kumar,PernixData,2012,2,0,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,Computer Science,Computer Science,BA,,Stanford University,Stanford University,Computer Science,Computer Science,MS,0,2,1,0,0,0
Joan Llavina,Cebiotex,2013,0,0,,,,,,1996,ICT,,Business,Business,MBA,0,29,0,0,0,0
Marco Samek,Muume AG,2013,0,0,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Brandon Wright,Cognical,2012,2,0,Whitman College,Whitman College,Economics,Economics,BA,,Cornell University - S.C. Johnson Graduate School of Management,,Business,Business,MBA,0,3,0,0,0,0
Ben De Kalo,Worthy,2014,1,0,New York University,New York University,Finance,Business,BS,1993,Columbia Business School,,Business,Business,MBA,0,5,0,0,0,0
Jussi Laakkonen,Applifier,2008,0,0,,,,,,1995,Teknillinen korkeakoulu-Tekniska högskolan,,Computer Science,Computer Science,MS,0,10,1,0,0,1
Matthew B. Shoemake,Biscotti,2008,0,0,Texas A&M University,Texas A&M University,Computer Science,Computer Science,BS,1996,Cornell University,,Electrical Engineering,Electrical Engineering,PhD,0,5,0,0,0,0
Susie Kim Riley,Aquto,2012,1,0,Cornell University,Cornell University,Electrical Engineering,Electrical Engineering,BS,,,,,,,0,12,0,0,0,0
Dan O'Malley,PerkStreet Financial,2008,0,1,Princeton University,Princeton University,Operations Research and Financial Engineering,Operations Research,BS,,,,,,,0,8,0,0,0,0
Rob Principe,Scratch Music Group,2001,0,0,Duke University,Duke University,Markets & Management,Business,BA,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
Greg Bullington,Magnolia Medical Technologies,2011,0,1,University of Washington - Michael G. Foster School of Business,University of Washington,Finance & International Business,Business,BA,,,,,,,0,4,0,0,0,0
Manmeet Singh Bhasin,Dataguise,,0,0,,,,,,,,,,,,0,15,0,0,0,0
Mandeep Arora,Cantaloupe Systems,2002,0,0,"University of California, Los Angeles",University of California Los Angeles,Computer Science and Engineering,Computer Science,BS,,,,,,,0,0,0,0,0,0
Ed Rebholz,WhipTail,2008,0,0,University of South Florida,University of South Florida,Accounting,Business,BA,1984,Syracuse University - Martin J. Whitman School of Management,,Business,Business,MBA,0,25,0,0,0,1
Jon Jackson,Mobile Posse,2005,1,0,George Mason University,George Mason University,English Composition,English,BA,,,,,,,0,NaN,NaN,NaN,NaN,NaN
Burck Smith,StraighterLine,2009,0,0,Williams College,Williams College,Political Science,Political Science,BA,1995,Harvard University,,Public Policy,Public Policy,MPP,0,4,0,0,0,0
Joe Giordano,Payzer,2012,0,0,James Madison University,James Madison University,Information Systems & Economics,Economics,BA,1989,The George Washington University - School of Business,,Business,Business,MBA,0,20,0,0,0,0
Bobby Jadhav,Spotzot,2009,1,0,College of Engineering Pune,College of Engineering Pune,Electronics,Electrical Engineering,BE,,,,,,,0,11,0,0,0,0
Dr. Nicholas Psaila,Optoscribe,2011,0,0,Imperial College London,Imperial College London,Physics,Physics,BS,2005,Heriot-Watt University,,Photonics,Physics,PhD,1,2,0,0,0,0
AC Chakrabarti,AnyPresence,,0,0,,,,,,,,,,,,0,12,1,0,0,0
Michael Hite,Impel NeuroPharma,2008,0,0,Amherst College,Amherst College,Russian Studies,Language,BA,2006,University of Washington - Michael G. Foster School of Business,,Business,Business,MBA,0,10,0,0,0,0
Yori Gabay,InstallFree,2006,0,0,City University of New York-Baruch College - Zicklin School of Business,City University of New York Baruch College,"Business Administration, Management and Operations",Business,BA,2002,Northwestern University - Kellogg School of Management,,Business,Business,MBA,0,11,0,0,0,1
Andrew Daines,PrePlay,2010,0,0,Cornell University,Cornell University,Philosophy,Philosophy,BA,,,,,,,0,0,0,0,0,0
Michael Hennessy,SmashFly,2007,1,0,Florida Institute of Technology,Florida Institute of Technology,Aerospace Engineering,Engineering,BA,,,,,,,0,11,0,0,0,0
Greg Goldfarb,Flint,2011,0,0,Dartmouth College,Dartmouth College,,,BA,2000,Harvard Business School,,Business,Business,MBA,0,15,1,0,0,0
Lakshmanan (Lux) Narayan,Unmetric,2010,1,0,IIT Madras,IIT Madras,Mechanical Engineering,Mechanical Engineering,BE,1993,IIM Calcutta,,Business,Business,MBA,1,15,0,0,0,0
David Utley,Carrot,2014,0,0,Penn State University,Penn State University,Pre-Medicine,Biology,BA,1988,Harvard Medical School,,Medicine,Medicine,MD,0,22,0,0,0,0
Sungwuk Kim,ImmunoMet Therapeutics,2015,0,0,"Premed and School of dentistry,Yonsei University",Premed and School of dentistry Yonsei University,Dental Medicine,Biology,,1998,"Graduate school of IT, KU",,Business,Business,MBA,0,3,0,0,0,0
Bostjan Bregar,4th Office,2005,1,0,University of Ljubljana,University of Ljubljana,Computer Software,Computer Science,AA,,,,,,,0,11,0,0,0,0
Prem Uppaluru,Transera Communications,2004,1,0,"Indian Institute of Technology, Bombay",Indian Institute of Technology Bombay,Electrical Engineering,Electrical Engineering,BE,1978,The University of Texas at Austin,,Computer Engineering,Computer Science,PhD,NaN,NaN,NaN,NaN,NaN,NaN
Eran Arbel,Breakaway Labs,2015,3,0,,,,,,,,,,,,0,14,1,0,0,1
Art Norins,Nor1,2005,0,0,,,,,,,,,,,,0,0,0,0,0,0
Nick East,Zynstra,2011,0,0,University of Nottingham,University of Nottingham,Computer Science,Computer Science,,,"Fachhochschule Konstanz - Hochschule für Technik, Wirtschaft und Gestaltung",,,,,0,16,1,0,0,0
Paul Ironside,CommercialTribe,2013,0,0,Colorado State University,Colorado State University,Political Science and Government,Political Science,BA,1988,,,,,,0,18,0,0,0,1
Priya Haji,SaveUp,2012,0,0,Yale University,Yale University,Political Science,Political Science,BA,2010,Massachusetts Institute of Technology,,Business,Business,MBA,NaN,NaN,NaN,NaN,NaN,NaN
Mike Perrone,SocialSign.in,2013,1,0,Boston University Questrom School of Business,Boston University,Finance and Operations,Operations Research,BS,2005,Penn State University,,Business,Business,MBA,0,9,0,0,0,0
Peter Badger,Framehawk,2008,0,0,King's College London,King's College London,Computer Systems and Electronics,Computer Science,BE,,,,,,,0,16,0,0,0,0
Alan Hahn,MycoTechnology,2013,0,0,Haslam College of Business at the University of Tennessee,University of Tennessee,Marketing,Business,BS,,,,,,,0,23,0,0,0,1
EuGene Wade,UniversityNow,2010,2,0,University of Nairobi,University of Nairobi,Humanities and Social Sciences,Sociology,,1997,The Wharton School,,Business,Business,MBA,0,7,0,0,0,0
Adam Pikett,SportPursuit,2011,0,0,Cambridge University,Cambridge University,Management Studies and Chemical Engineering,Chemistry,,,,,,,,0,9,0,0,0,0
Andres Fabris,Traxo,2008,0,0,University of Texas,University of Texas,"Finance, Economics, & Accounting",Business,BA,2002,Harvard Business School,,Business,Business,MBA,0,10,0,0,0,1
Rajesh Nahar,Cbazaar.com,1998,0,0,PSG College of Technology,PSG College of Technology,Computer Technology,Computer Science,BS,1998,PSG College of Technology,,Business,Business,MBA,0,0,0,0,0,0
