NameCorp,AfterEmerging,Assets1Before,Assets2Before,Assets3Before,AssetsBefore,AssetsCurrDollar,AssetsEmerging,AssetsPetCurrDollar,AssetsPetition,BondISIN,BondPriceDisp,BondPriceFile,BondPriceMoveDuring,CaseNum,CaseNumRefile,CaseNumTransfer,CeoFiling,CeoNotes,CeoReplaced,Chapter,CikBefore,CikEmerging,CityChange,CityDisposed,CityFiled,CityRefile,ClaimsAgent,ClaimsAgentFirm,ClaimsSecDiscloState,ClaimsUnsec,CommCred,CommCredAtty,CommCredAttyCol,CommCredAttySubstit,CommEquity,CommEquityAtty,CommEquityAttyCol,CommEquityAttySubstit,CommRetirees,CommRetireesName,CommRetireesRequest,CommonName,CPIndexAtConf,CPIndexAtFiling,Cusip6,Cusip9,Date10k1Before,Date10k2Before,Date10k3Before,Date10kBefore,Date10kBeforeLink,Date10kDuring,Date10kDuringLink,Date10kEmerging,Date10kEmergLink,Date10kSalesEmerge,Date363Sale,DateCeoBegin,DateCeoEnd,DateCommCred,DateCommCredBy,DateConfirmed,DateConvDismiss,DateDipLoan1FinOrd,DateDiscloState,DateDisposed,DateEffective,DateEmerging,DateFeeRev,DateFiled,DateJudgeAppt,DateRefile,DateTransferred,DateTurnEngage,DaysDocsAfter,DaysFiledTo363,DaysEmergeToRefile,DaysIn,DENYOther,DipAtty,DipAttyColDoc,DipAttyColDkt,DipFinAdvPetition,DipLoan1Lender,DipLoan1Total,DipLoan2Lender,DipLoan2Total,DipLoanAdditional,DipLoanDoc,DipLoan,Disposition,DistFiled,DistribComments,DistribEquity,DistribSecDiscloState,DistribUnsec,DistribUnsecPct,DktNumConf,DktOnPacer,DocsOnPacer,DocsPublic,EbitBefore,EbitCurrDollars,EbitdaBefore,EbitdaEmerging,EbitEmerging,Emerge,Emerg10k,EmplBefore,EmplEmerging,EmplUnionBefore,EmplUnionEmerging,Examiner,ExaminerName,ExaminerRequest,FeeReviewer,FilingRate,FirmEnd,FreshStartAccounting,GdpDisp,GdpFiling,GdpRefiling,GdpYear1AftDisp,GdpYear1BefFile,GdpYear2AftDisp,GdpYear2BefFile,GvkeyBefore,GvkeyEmerging,HeadCAtFiling,HeadCityPctPop,HeadCityPop,HeadCourtCity,HeadCourtCityToDE,HeadStAtFiling,HqToForum,HqToHqCtCity,IncomeBEBefore,IncomeBEEmerging,IncPublic,InterCompanyClaims,InterCompanyPct,InterCompanyDistrib,JudgeApptDist,JudgeDisposition,JudgeFiling,Liab1Before,Liab2Before,Liab3Before,LiabBefore,LiabCurrDollar,LiabEmerging,LiabPetCurrDollar,LiabPetition,MonthDisp,MonthFiled,MonthRefile,MonthsIn,Multiple363Sales,NameEmerging,NetIncomeBefore,NetIncomeEmerging,NumberFiling,Prepackaged,PrimaryKey,Prime1YearAftDisp,Prime1YearBefFile,Prime2YearAftDisp,Prime2YearBefFile,PrimeDisp,PrimeFiling,PrimeRefiling,ProfFees10k,ProfFees10kNotes,Refile,Refile5,Refile5RepRange,RelatedFilings,Sale,Sale363,SaleConf,SaleIntended,Sales1Before,Sales2Before,Sales3Before,SalesBefore,SalesCurrDollar,SalesEmerging,Shop,SICDescription,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,SubCon,TortCause,TransferCity,TransferDist,Transferred,Trustee,TrusteeFor,TrusteeName,TrusteeRequest,TrusteeRequestor,TurnFirm,TurnOffice,TurnPerson,TurnRepRange,TurnType,UsPopFiling,Voluntary,YearConfirmed,YearDisposed,YearEmerged,YearFiled,YearsEmergeToRefile
"Acme Metals, Incorporated",compact strip process mini-mill sold to International Steel Group Inc. and integrated; 8/2002,829,806,755,829,1275,,1251,813.7,,,,,98-02179,,,Stephen D. Bennett,Acquired by International Steel Group on 10/10/2002,NoReplace,11,0000883702,,,Wilmington,Wilmington,,,,,,yes,,,,denied,,,,no,,,,181.3,163.6,004724,100,12/28/1997,12/29/1996,12/31/1995,12/28/1997,12/28/1997#http://edgar.sec.gov/Archives/edgar/data/883702/0000950137-98-001025-index.html#,12/27/1998,12/27/1998#http://edgar.sec.gov/Archives/edgar/data/883702/0000950137-99-000380-index.html#,,,,,4/15/1996,10/10/2002,10/14/1998,,11/1/2002,,12/15/1998,8/27/2002,11/1/2002,11/25/2002,,,9/28/1998,10/15/1982,,,,-463,,,1495,DE,Hughes Hubbard,,"Young, Conaway, Stargatt & Taylor LLP  / Hughes Hubbard & Reed LLP",,,,,,,,yes,confirmed,DE,,,,,,2244,yes,docs after date,no,-35.057,-53.9114946,4.353,,,no,no,2471,,1679,,no,,yes,no,31,,,91.821,81.756,,95.371,78.62,98.133,75.107,012569,,Riverdale,5.1151E-05,14110,IL Chicago,653,IL,645,20,-47.518,,DE,,,,OH SD,Randall J. Newsome,,643,,,643,988.8208068,,832.1165452,541.1,11,9,,49.83333333,,liquidated,-77.205,,6,free fall,228,4,8.5,4.75,8.25,4.75,8.5,,,No. No 10k for 2001 or 2002,,not emerged 5,yes,,no,no,no,no,488.03,498,522,488.03,750504227.6,,Yes,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling",D: Manufacturing,"331 Steel Works, Blast Furnaces, and Rolling And",33 Primary Metal Industries,3312,,Not tort,,,no,no,,,no,no,,,,,,275850000,voluntary,2002,2002,,1998,
"ACT Manufacturing, Inc.",,1067.8,,,1067.8,1520,,,,,,,,01-47641,,,John A. Pino,End date is date sold to Capital Partners Inc.,NoReplace,11,0000937971,,,Worcester,Worcester,,,,43.185,450,yes,Choate Hall,"Choate, Hall & Stewart",,no,,,,no,,,,184.6,176.7,000973,107,12/31/2000,,,12/31/2000,12/31/2000#http://edgar.sec.gov/Archives/edgar/data/937971/000092701601500106/0000927016-01-500106-index.htm#,,,,,,7/2/2002,1/15/1993,7/17/2002,1/4/2002,,8/13/2003,,,5/12/2003,8/13/2003,,,,12/21/2001,8/10/2000,,,,,193,,600,OT,Mintz Levin,,"Mintz, Levin, Cohn, Ferris, Glovsky and Popeo, PC",,,,,,,,yes,confirmed,MA,,0,43.185,18.9,0.042,1662,yes,yes,no,64.472,91.79616036,80.389,,,no,no,8800,,1,,no,,no,no,97,,,94.516,90.074,,97.336,89.717,100.377,87.181,031661,,Hudson,5.0672E-05,14440,MA Boston,296,MA,16,34,28.939,,MA,no,0,"extinguished, substantive consolidation",MA,Joel B. Rosenthal,Joel B. Rosenthal,848,,,848,1207.39459,,,,8,12,,20,,liquidated,28.939,,,free fall,305,4.5,9.5,6.5,8.5,4,4.75,,,No. No 10k for any years,,not emerged 5,yes,,yes,yes,,no,1370.6,,,1370.6,1951479982,,Yes,Printed Circuit Boards,D: Manufacturing,367 Electronic Components And Accessories,36 Electronic And Other Electrical Equipment And Components,3672,subcon,Not tort,,,no,no,,,no,no,,,,,,284970000,voluntary,2003,2003,,2001,
Acterna Corp.,"Acquired by JDS Uniphase Corp, 5/2005",406.156,1015,,406.156,557,,587,427.964,,,,,03-12837,,,John R. Peeler,CEO took new position with acquiring company,NoReplace,11,0000030841,,,New York,New York,,,,701.767,298.232,yes,Blank Rome,Blank Rome LLP,,no,,,,no,,,,185.2,183.5,00503U,105,3/31/2003,3/31/2002,,3/31/2003,3/31/2003#http://edgar.sec.gov/Archives/edgar/data/30841/000119312503015024/0001193125-03-015024-index.htm#,,,,,,,3/13/2003,8/3/2005,5/20/2003,,9/25/2003,,6/19/2003,8/26/2003,9/25/2003,10/14/2003,9/25/2003,6/30/2003,5/6/2003,3/28/1980,,,,,,,142,NY,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,,,,,,,yes,confirmed,NY SD,,0,287.754,3.5,0.01173583,337,yes,yes,no,-96.24,-131.9500225,-64.674,,,yes,no,2840,,1,,no,,no,fee committee,57,merged,,94.516,92.986,,97.336,91.327,100.377,90.009,004132,,Germantown,0.000204374,59291,MD Greenbelt,89,MD,205,30,-556.139,,DE,yes,100,,NY SD,Burton R. Lifland,Burton R. Lifland,1249,,,1249,1712.443662,,1704.712301,1243.361,9,5,,4.733333333,,Acterna Inc.,-408.16,,,prenegotiated,379,4.75,4.75,6.75,7.5,4,4.25,,,No. No 10k for 2003,,emerged no refile 5,yes,,no,no,no,no,680.349,1133,,680.349,932793701.4,,Yes,Instruments for Measuring and Testing of Electricity and Electrical Signals,D: Manufacturing,"382 Laboratroy Apparatus and Analytical, Optical","38 Measuring, Analyzing and Controlling Instruments; Photographic, Medical",3825,no,Not tort,,,no,no,,,no,no,AlixPartners,,,,,290110000,voluntary,2003,2003,2003,2003,
"Adelphia Business Solutions, Inc.",acquired by Level 3 Communications 7/24/2006,,1890,,1890,2659,,313,222.661,,,,,02-11389,,,James P. Rigas,,Replaced,11,0001017648,,,New York,New York,,,,612.03,1010.904,yes,Kramer Levin,Kramer Levin Naftalis & Frankel LLP,,no,,,,no,,,,184.3,178.8,006847,107,,12/31/2000,,12/31/2000,12/31/2000#http://edgar.sec.gov/Archives/edgar/data/1017648/000101764801000002/0001017648-01-000002-index.htm#,,,,,,,10/9/1996,6/4/2002,4/5/2002,,12/19/2003,,8/9/2002,10/22/2003,12/19/2003,4/7/2004,12/19/2003,,3/27/2002,9/5/2000,,,,,,,632,NY,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,,,,,,,yes,confirmed,NY SD,,0,112.13,66.464,0.065747094,1609,yes,yes,no,-223.152,-313.9953321,-121.026,,,yes,no,2774,,1,,no,,no,no,83,,,95.371,90.844,,98.133,89.422,100.892,87.409,106881,,Coudersport,9.17151E-06,2638,PA Williamsport,131,PA,218,87,-309.824,,DE,yes,0,,NY SD,Robert E. Gerber,Stuart M. Bernstein,,1609.669,,1609.669,2264.951926,,1241.752817,882.496,12,3,,21.06666667,,Telcove,-309.824,,,free fall,444,5.25,8,7.25,9,4,4.75,,,No. No 10k for any years,,emerged no refile 5,yes,,no,no,no,no,,352,,352,495296286.4,,Yes,"Telephone Communications, Except Radiophones","E: Transportation, Communications, Electric, Gas",481 Telephone Communications,48 Communications,4813,subcon,Fraud,,,no,no,,,no,no,,,,,,287630000,voluntary,2003,2003,2003,2002,
Adelphia Communications Corp.,assets sold to Comcast and TWC on 7-31-2007,,21499.48,,21499.48,30067,,34137,24409.662,US006848AP04,96.75,47,49.75,02-41729,,,Erland Kailbourne,,Replaced,11,0000796486,,,New York,New York,,,,7088.811,10723.965,yes,Kasowitz Benson,"Kasowitz, Benson, Torres & Friedman LLP",,yes,,,,no,,,,202.4,179.9,006848,105,,12/31/2000,,12/31/2000,12/31/2000#http://edgar.sec.gov/Archives/edgar/data/796486/000079648601000012/0000796486-01-000012-index.htm#,12/31/2003,12/31/2003#http://edgar.sec.gov/Archives/edgar/data/796486/000104746904038293/0001047469-04-038293-index.htm#,,,,6/28/2006,5/15/2002,3/17/2003,7/11/2002,,1/5/2007,,8/23/2002,11/21/2005,1/5/2007,2/13/2007,,3/7/2003,6/25/2002,9/5/2000,,,,,1464,,1655,NY,Willkie Farr,"Wilkie, Farr / Fried Frank?",,,,,,,,,yes,confirmed,NY SD,,0,7118.121,7371.666,0.687401162,12952,yes,yes,no,221.516,309.7874786,680.602,,,no,no,15735,,738,,no,,yes,fee committee,83,,,103.432,91.327,,105.101,90.009,100.697,89.114,012484,,Coudersport,9.17151E-06,2638,PA Williamsport,131,PA,218,87,-547.568,,DE,,,,NY SD,Robert E. Gerber,Robert E. Gerber,,16287.376,,16287.376,22777.70068,,26018.74988,18604.914,1,6,,55.16666667,,liquidated,-547.568,,228,free fall,323,7.25,7,3.25,9.5,8.25,4.75,,,No. No 10k for 2006 or 2007,,not emerged 5,yes,,yes,yes,,no,,2909,,2909,4068201734,,Yes,Cable and Other Pay Television Services,"E: Transportation, Communications, Electric, Gas",484 Cable and Other Pay Television Services,48 Communications,4841,,Fraud,,,no,no,"Arahova Communications, Inc.",,yes,Ad hoc committee of Arahova Noteholders,,,,,,287630000,voluntary,2007,2007,,2002,
Adeptus Health Inc.,,,525.281,,525.281,540,,,,,,,,17-31432,,,Gregory W. Scott,,Replaced,11,0001602367,,,Dallas,Dallas,,yes,"Epiq Bankruptcy Solutions, LLC",,,yes,Akin Gump,Akin Gump Strauss Hauer & Feld LLP,,yes,Brown Rudnick,Brown Rudnick LLP,,no,,,,246.819,244.524,006855,100,,12/31/2015,,12/31/2015,12/31/2015#https://www.sec.gov/Archives/edgar/data/1602367/000155837016003672/0001558370-16-003672-index.htm#,,,,,,,11/7/2016,10/2/2017,5/1/2017,,9/29/2017,,6/6/2017,7/19/2017,9/29/2017,10/2/2017,9/29/2017,,4/19/2017,5/12/2006,,,,,,,163,OT,Norton Rose,Norton Rose Fulbright LLP,,,"Deerfield Management Company, L.P.",58,,,,yes,yes,confirmed,TX ND,,,,,,821,yes,yes,yes,27.38,28.17097479,45.255,,,yes,not as of 4/2/2018,3202,,1,,,,,pending,30,,,119.039,118.118,,,115.568,,114.163,020672,,Lewisville,0.000319977,101154,TX Plano,1276,TX,22,22,13.217,,DE,,,,TX ND,Stacey G.C. Jernigan,Stacey G. Jernigan,,375.597,,375.597,386.447539,,,,9,4,,5.433333333,,Adeptus Health Inc.,13.217,,140,free fall,1099,,3.5,,3.25,4.25,4,,,,,not emerged 5,no,,yes,no,yes,Invest for Control,,420.612,,420.612,432762967.5,,Yes,,I: Services,806 Hospitals,80 Health Services,8060,,Not tort,,,no,,,,,,,,,,,316128839,voluntary,2017,2017,2017,2017,
Advanced GlassFiber Yarns LLC,Acquired by Kohlberg & Co. LLC 3/31/2006,412.48,,,412.48,574,,270,194.1,US00759CAC01,6,1.5,4.5,02-13615,,,Marc Pfefferle,,Replaced,11,0001078420,,,Wilmington,Wilmington,,,,,,yes,,,,no,,,,no,,,,187.4,180.9,00759C,,12/31/2001,,,12/31/2001,12/31/2001#http://edgar.sec.gov/Archives/edgar/data/1078420/000095016802000788/0000950168-02-000788-index.htm#,,,,,,,11/1/2002,4/2/2004,12/20/2002,,3/8/2004,,1/13/2003,9/22/2003,3/8/2004,4/2/2004,3/8/2004,,12/10/2002,10/30/1987,,,,,,,454,DE,Proskauer Rose,Proskauer Rose LLP,,,,,,,,,yes,confirmed,DE,,,,,,724,yes,yes,no,27.067,37.6436285,,,,yes,no,1492,,,,no,,no,no,83,continuing 2012-05-14,,95.999,91.821,,99.145,90.074,102.166,89.717,999999,,Aiken,8.97055E-05,25802,SC Columbia,492,SC,545,54,,,DE,,,,PA WD,Judith K. Fitzgerald,Judith K. Fitzgerald,408,,,408,567.4289884,,568.8197457,409,3,12,,15.13333333,,AGY Holding Corp.,,,2,free fall,98,5.5,5,7.5,9.5,4,4.25,,,No. No 10k for any years,,emerged no refile 5,yes,,no,no,no,no,206.302,,,206.302,286916017.6,,Yes,,D: Manufacturing,"322 Glass And Glassware, Pressed Or Blown","32 Stone, Clay, Glass, And Concrete Products",3220,,Not tort,,,no,no,,,no,no,,,,,,287630000,voluntary,2004,2004,2004,2002,
Advanced Radio Telecom Corp.,,455.834,398,,455.834,648,53.694,,,,,,,01-01511,,,Wharon Rivers,,Replaced,11,0001010286,0001010286,,Wilmington,Wilmington,,,,,,yes,Andrews Kurth,Andrews & Kurth LLP / Saul Ewing LLP,,no,,,,no,,,,177.7,176.9,31865X,106,12/31/2000,12/31/1999,,12/31/2000,12/31/2000#http://www.sec.gov/Archives/edgar/data/1010286/000103221002000311/0001032210-02-000311-index.htm#,,,12/31/2002,12/31/2002#http://edgar.sec.gov/Archives/edgar/data/1010286/000091664103000709/0000916641-03-000709-index.htm#,12/31/2002,,11/6/2000,9/30/2001,5/8/2001,,10/31/2001,,,9/20/2001,10/31/2001,12/20/2001,10/31/2001,,4/20/2001,7/18/1985,,,,-98,,,194,DE,Pachulski Stang,,"Pachulski, Stang, Ziehl, Young & Jones PC",,,,,,,,no,confirmed,DE,,,,,,276,yes,docs after date,no,-65.912,-93.74035193,-56.212,-1.879,-1.897,yes,yes,105,3,1,1,no,,no,no,97,,yes,90.074,90.009,,91.821,89.114,95.371,84.568,063942,063942,Bellevue,0.000388981,110848,WA Seattle,2370,WA,2356,10,-76.772,-27.725,DE,,,,DE,"Joseph J. Farnan, Jr.","Joseph J. Farnan, Jr. (7 days after)",197.427,163,,197.427,280.7815946,12.882,,,10,4,,6.466666667,,"First Avenue Networks, Inc.",-76.772,-27.725,,free fall,426,4.75,9,4,7.75,5.5,7.5,,2.5,Yes,,emerged no refile 5,yes,,no,no,no,no,1.241,1.341,1,1.241,1764955.953,0.295,Yes,Radiotelephone Communications,"E: Transportation, Communications, Electric, Gas",481 Telephone Communications,48 Communications,4812,,Not tort,,,no,no,,,no,no,,,,,,284970000,voluntary,2001,2001,2001,2001,
Advanta Corp.,,3585.045,,,3585.045,4172,,422,363,,,,,09-13931,,,Dennis Alter,,NoReplace,11,0000096638,,,Wilmington,Wilmington,,yes,"The Garden City Group, Inc.",0.058,429.037,yes,Latham Watkins,Latham & Watkins LLP,,no,,,,no,,,,221.309,216.2,007942,204,12/31/2008,,,12/31/2008,12/31/2008#http://edgar.sec.gov/Archives/edgar/data/96638/000089322009000538/0000893220-09-000538-index.htm#,,,,,,,10/15/1997,2/28/2011,11/24/2009,,2/11/2011,,,11/2/2010,2/11/2011,2/28/2011,,2/4/2010,11/8/2009,1/25/2001,,,,,,,460,DE,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,,,,,,no,no,confirmed,DE,,0,0.058,228.234,0.531968105,1173,yes,yes,yes,-36.905,-42.94567595,-29.656,,,no,no,841,,1,,no,,no,fee auditor,91,liquidation piecemeal,,103.302,101.981,,105.939,102.064,107.202,105.569,012108,,Spring House,1.15624E-05,3547,PA Reading,47,PA,34,47,-43.823,,DE,no,0,substantive consolidation for all purposes including voting,DE; PA ED,Kevin J. Carey,Kevin J. Carey,3078,,,3078,3581.812507,,385.1786679,331,2,11,,15.33333333,,liquidated,-43.823,,15,free fall,726,3.25,4,3.25,7.5,3.25,3.25,,,,,not emerged 5,no,,no,no,no,no,488.749,,,488.749,568748304.4,,Yes,Personal Credit Institutions,"H: Finance, Insurance, And Real Estate",614 Personal Credit Institutions,61 Non-depository Credit Institutions,6141,subcon,Not tort,,,no,no,,,no,no,none,no turnfirm,none,no,none,306770000,voluntary,2011,2011,,2009,
"Aeropostale, Inc.",,354.383,,,354.383,371,,,,,,,,16-11275,,,Julian R. Geiger,,NoReplace,11,0001168213,,,New York,New York,,yes,Prime Clerk LLC,,,yes,Pachulski Stang,Pachulski Stang Ziehl & Jones LLP,,no,,,,no,,,,249.554,240.229,007865,108,1/30/2016,,,1/30/2016,1/30/2016#http://www.sec.gov/Archives/edgar/data/1168213/000116821316000111/0001168213-16-000111-index.htm#,,,,,,9/13/2016,8/18/2014,11/30/2016,5/11/2016,,3/30/2018,,6/10/2016,2/9/2018,3/30/2018,4/17/2018,,,5/4/2016,9/7/2010,,,,,132,,695,NY,Weil Gotshal,"Weil, Gotshal & Manges LLP",,,Crystal Financial LLC,160,,,,yes,yes,confirmed,NY SD,,,,,,1732,yes,yes,yes,-125.827,-131.7766101,-87.872,,,no,pending,20330,,1,,,,,pending,43,,,120.481,115.568,,,114.163,,110.279,147661,,New York,0.026385198,8341122,NY New York,106,NY,1,1,-136.943,,DE,,,,NY SD,Sean H. Lane,Sean H. Lane,390.029,,,390.029,408.4711507,,,,3,5,,23.16666667,,liquidated,-136.943,,11,free fall,1066,,3.25,,3.25,4.75,3.5,,,,,not emerged 5,no,,yes,yes,,no,1506.867,,,1506.867,1578117774,,No,,G: Retail Trade,,56 Apparel And Accessory Stores,5600,,Not tort,,,no,,,,,,,,,,,316128839,voluntary,2018,2018,,2016,
"AgriBioTech, Inc.",,342.129,,,342.129,510,,,,,,,,00-10533,,,Richard P. Budd,"End date is date court appointed ""the Company's responsible person""",Replaced,11,0000876320,,,Las Vegas,Las Vegas,,,,121.025,81.25,yes,Kummer Kaempfer,Cox & Smith Incorporated / Kummer Kaempfer Bonner & Renshaw,,no,,,,no,,,,176.9,168.8,008494,106,6/30/1999,,,6/30/1999,6/30/1999#http://edgar.sec.gov/Archives/edgar/data/876320/0000876320-99-000040-index.html#,,,,,,,2/26/1999,2/15/2000,1/31/2000,,4/9/2001,,3/22/2000,1/22/2001,4/9/2001,4/23/2001,,,1/25/2000,1/11/1988,,,,,,,440,OT,Pachulski Stang,,"Pachulski, Stang, Ziehl, Young & Jones PC",,,,,,,,yes,confirmed,NV,,0,87.275,3.075,0.037846154,3609,yes,yes,no,-25.639,-38.21365363,-14.409,,,no,no,826,,1,,no,,no,no,80,liquidation piecemeal,,90.009,87.409,,91.327,83.912,92.986,79.972,029387,,Henderson,0.000621566,175381,NV Las Vegas,2163,NV,11,14,-45.841,,NV,no,0,"substantive consolidation, no allowance process",NV,Linda B. Riegle,,133,,,133,198.2298815,,,,4,1,,14.66666667,multiple,ABT Creditor Trust,-49.76,,5,free fall,554,4.75,7.75,4.25,8.5,8,8.5,,,No. No 10k for any years,,not emerged 5,yes,Parallel CCCA in Canada,yes,yes,,maybe,370.453,205,66,370.453,552141761.6,,No,,A: Agricultural Production Crops,,01 Crops,100,subcon,Not tort,,,no,no,,,no,no,,,,,,282160000,voluntary,2001,2001,,2000,
Agway Inc.,,1574.4,,,1574.4,2185,,,,,,,,02-65872,,,Donald P. Cardarelli,,Replaced,11,0000002852,,,Utica,Utica,,,,58.3,554.871,yes,Pachulski Stang,"Pachulski, Stang, Ziehl, Young, Jones & Weintraub P.C. / Green & Seifter PLLC",,no,,,,yes,Official Committee of Holders of Retiree Benefit Claims,Debtors,,188,181.3,008662,108,6/30/2002,,,6/30/2002,6/30/2002#http://edgar.sec.gov/Archives/edgar/data/2852/000000285202000035/0000002852-02-000035-index.htm#,,,,,,,1/10/1995,4/1/2003,10/11/2002,,4/28/2004,,10/22/2002,2/26/2004,4/28/2004,5/1/2004,,,10/1/2002,10/4/1985,,,,-489,,,575,OT,Weil Gotshal,,"Menter, Rudin and Trivelpiece, P.C. / Weil, Gotshal & Manges LLP",,,,,,,,yes,confirmed,NY ND,,0,58.3,329.188,0.593269427,5062,yes,docs after date,no,3.057,4.242165008,23.865,,,no,no,4200,,106,,no,,no,no,83,,,96.617,91.821,,99.586,90.074,102.581,89.717,001193,,DeWitt (Syracuse),0.00051131,147068,NY Utica,232,NY,40,46,-17.551,,DE,yes,,"substantive consolidation for Agway, not FCI",NY ND,Stephen D. Gerling,Stephen D. Gerling,1510.258,,,1510.258,2095.768283,,,,4,10,,19.16666667,multiple,liquidated,-98.247,,6,free fall,377,5.75,6,7.75,9.5,4,4.75,,,No. No 10k for any years,,not emerged 5,yes,,yes,yes,,no,899.934,,,899.934,1248828435,,No,,D: Manufacturing,204 Grain Mill Products,20 Food and Kindred Products,2040,partial,Not tort,,,no,no,,,no,no,,,,,,287630000,voluntary,2004,2004,,2002,
"Ahern Rentals, Inc.",,,628,,628,700,,,,,,,,11-53860,,,Don F. Ahern,,CEO still in office 12/4/2017,11,0001337913,,,Reno,Reno,,yes,Kurtzman Carson Consultants LLC,,,yes,Covington Burling,Covington & Burling LLP,,no,,,,no,,,,233.504,225.672,008674,,,12/31/2009,,12/31/2009,12/31/2009#http://www.sec.gov/Archives/edgar/data/1337913/000110465910017413/0001104659-10-017413-index.htm#,,,,,,,2/15/1994,9/9/9999,1/6/2012,,6/6/2013,,1/31/2012,3/11/2013,6/6/2013,6/24/2013,6/6/2013,,12/22/2011,1/3/2011,,,12/12/2011,,,,532,OT,Gordon Silver,Gordon Silver,,,"Bank of America, N.A.; Wells Fargo Bank, N.A.",350,,,,yes,yes,confirmed,NV,,,,,,2172,yes,yes,yes,-33.991,-37.89450046,,,,yes,no,1580,,2,,,,,pending,23,,,107.501,105.716,,110.279,104.423,114.163,101.981,164519,,Las Vegas,0.001891396,589340,NV Las Vegas,2163,NV,345,1,,,NV,,,,NV,Bruce T. Beesley,Bruce T. Beesley,,646.966,,646.966,721.263081,,,,6,12,,17.73333333,,"Ahern Rentals, Inc.",,,1,free fall,938,3.25,3.25,3.25,3.25,3.25,3.25,,,,,not emerged 5,no,,yes,no,yes,no,,284.321,,284.321,316972206.3,,Yes,"Equipment Rental and Leasing, Not Elsewhere Classified",I: Services,735 Miscellaneous Equipment Rental and Leasing,73 Business Services,7359,,Not tort,,,no,,,,,,CRG Partners Group LLC,no office,Lisa M. Poulin; Scott Avila; Dan Dixon,yes,advise,311590000,voluntary,2013,2013,2013,2011,
Air Florida System Inc.,"Assets sold to Midway Airlines; purchased Pocono Airlines Inc.; sold all  to their bank July, 1988",,229,402.021,229,553,,418,173,,,,,84-01223,88-00332,,J.R.K. Tinkle,End date is 363 sale date,NoReplace,11,,,,Miami,Miami,Wilkes-Barre,,,,198.222,yes,,no data,,no,,,,,,,"Jet Florida Systems, Inc.",109.7,104.1,009114,109,12/31/1983,12/31/1982,12/31/1981,12/31/1983,,,,12/31/1986,,,9/15/1984,5/3/1984,9/15/1984,,,8/7/1986,,,,8/7/1986,,9/15/1984,,7/3/1984,4/1/1978,5/25/1988,,,,74,1348,765,OT,Carlton Fields,"Carlton, Fields",,,,,,,,,,confirmed,FL SD,,0,,0.605,0.003052133,,some,none,no,-11.289,-27.28315977,-1.295,,,yes,yes (shell),1400,,,,no,,,no hits,6,,,56.349,52.426,60.1,58.04,49.055,60.41,46.434,001204,999999,Miami,0.001490642,351538,FL Miami,999,FL,1,1,-39.229,,DE,,,,FL SD,Sidney M. Weaver,Sidney Weaver,,,351.362,351.362,849.1687114,,,,8,7,5,25.5,,"Jet Florida, Inc.",-39.229,,2,free fall,310,8.25,10.5,9.5,16.5,8,13,9,,,Partial,emerged part refile 5,yes,,yes,yes,,,218.126,,,218.126,527165072.9,,No,"Air Transportation, Scheduled","E: Transportation, Communications, Electric, Gas","451 Air Transportation, Scheduled",45 Transportation By Air,4512,,Not tort,,,no,no,,,,,,,,,,235830000,voluntary,1986,1986,1984,1984,3.69315
"Al Copeland Enterprises, Inc.",Still existing to 1996; changed name to AFC Enterprises in 1996,427.461,,,427.461,795,,999,537.1,,,,,91-51401,,91-12575,Alvin C. Copeland,,Replaced,11,,,,Austin,San Antonio,,,,,,yes,Cox Smith,"Cox & Smith, Inc.",,denied,,,,no,,,,141.8,135.2,217213,933,12/30/1990,12/31/1989,12/25/1988,12/30/1990,,,,,,,,4/10/1989,11/4/1992,4/22/1991,,10/22/1992,,,3/16/1992,10/22/1992,11/4/1992,10/22/1992,,4/4/1991,10/1/1989,,8/1/1991,,,,,567,OT,Proskauer Rose,Proskauer Rose LLP,,,,,,,,,,confirmed,TX WD,,,,,,3815,yes,none,no,-8.298,-15.44139959,32.002,,,yes,no,14200,,,,no,,yes,no,41,,,66.623,63.353,,68.418,63.794,71.263,62.254,021580,,Jefferson,5.63404E-05,14253,LA New Orleans,1053,LA,499,8,-136.013,,TX,,,,TX WD,Frank R. Monroe,Leif M. Clark,552.713,,,552.713,1028.520401,,,,10,4,,18.9,,America's Favorite Chicken,-136.013,,,free fall,656,6,10,7.75,11.5,6,9,,,,,emerged no refile 5,yes,involuntary in San Antonio; 4/4/1991; 91-51401,no,no,no,,460.08,,420,460.08,856143543.2,,Yes,Eating Places,G: Retail Trade,581 Eating and Drinking Places,58 Eating and Drinking Places,5812,,Not tort,Austin,TX WD,yes,no,,,no,no,,,,,,252980000,involuntary,1992,1992,1992,1991,
