label,documents,class
securities,Regarding investment recommendations directed to the general public and the management of conflicts of interest,securities
securities,Regulations regarding securities business,securities
securities,?Securities and Exchange Act B.E.2535 (1992) as amended,securities
securities,?Securities and Exchange Act (No. 2) B.E. 2542 (1999),securities
securities,?Securities and Exchange Act (No. 3) B.E. 2546 (2003),securities
securities,?Securities and Exchange Act (No. 4) B.E. 2551 (2008),securities
securities,?Securities and Exchange Act (No. 5) B.E. 2559 (2016),securities
securities,Law on the Issuance and Trading of Non-government Securities,securities
securities,Law on Government Securities,securities
securities,Prakas on Accreditation of Credit Rating Agency,securities
securities,Prakas on Accreditation of Bondholders Representative,securities
securities,Prakas on Public Offering of Debt Securities,securities
securities,Prakas on Public Offering of Equity Securities,securities
securities,Prakas on Corporate Disclosure,securities
securities,Prakas on Qualified Investors in the Securities Sector,securities
securities,Prakas on Code of Conduct of Securities Firms and Securities Representatives,securities
securities,Prakas on the Implementation of the Operating Rules of Securities Market,securities
securities,Prakas on the Implementation of the Operating Rules of Securities Clearing and Settlement,securities
securities,Prakas on the Implementation of Listing Rules,securities
securities (disputes),Securities Appellate Tribunal (Procedure) Rules,securities
securities (disputes),Securities Contracts (Regulations) (Appeal to Securities Appellate Tribunal) Rules,securities
securities (disputes),"SEBI (Aid for Legal Proceedings) Guidelines, 2009",securities
securities exchanges,Directive of the EAC on Securities Exchanges,securities
securities lending & borrowing & short selling,"The Capital Markets( Securities Lending & Borrowing and Short Selling) Regulations, 2016.pdf",securities
"securities, futures and fund management",Securities and Futures Act (CHAPTER 289),funds
"securities, futures and fund management",Exchanges (Demutualisation and Merger) Act (CHAPTER 99B),funds
"securities, futures and fund management",Code on Collective Investment Schemes,funds
"securities, futures and fund management",Code on Credit Rating Agencies,funds
"securities, futures and fund management",Guidelines on Standards of Conduct for Marketing and Distribution Activities [Guideline No. FSG-G02],funds
"securities, futures and fund management",Guidelines on Margin Requirements for Non-Centrally Cleared OTC Derivatives Contracts,funds
"securities, futures and fund management","Guidelines on Licence Applications, Representative Notification and Payment of Fees [Guideline No. CMG-G01]",funds
"securities, futures and fund management",Guidelines on the Regulation of Clearing Facilities [Guideline No. SFA 03-G01],funds
"securities, futures and fund management",Guidelines on Criteria for the Grant of a Capital Markets Services Licence Other Than for Fund Management and Real Estate Investment Trust Management [Guideline No SFA04-G01],funds
"securities, futures and fund management","Guidelines on Licensing, Registration and Conduct of Business for Fund Management Companies [Guideline No. SFA 04-G05]",funds
"securities, futures and fund management",Guidelines on the Advertising Restrictions [Guideline No. SFA 13-G15],funds
"securities, futures and fund management",Guidelines on Personal Offers made pursuant to the Exemption for Small Offers,funds
"securities, futures and fund management",Guidelines to all holders of a Capital Markets Services Licence for Real Estate Investment Trust Management,funds
"securities, futures and fund management",Guidelines to MAS Notice SFA03AA-N01 on Prevention of Money Laundering and Countering the Financing of Terrorism,funds
"securities, futures and fund management",Guidelines to MAS Notice SFA13-N01 on Prevention of Money Laundering and Countering the Financing of Terrorism - Approved Trustees,funds
"securities, futures and fund management",Guidelines to MAS Notice SFA04-N02 on Prevention of Money Laundering and Countering the Financing of Terrorism - Capital Markets Intermediaries,funds
"securities, futures and fund management",Guidelines on Fit and Proper Criteria [Guideline No. FSG-G01],funds
"securities, futures and fund management",Guidelines on Good Drafting Practices for Prospectuses [Guideline No. SFA 13-G14],funds
"securities, futures and fund management","Guidelines on the Product Highlights Sheet for Offers of Debt Securities, Hybrid Instruments and Equity Securities [Guideline No. SFA 13-G13]",funds
"securities, futures and fund management",Guidelines on Short Selling Disclosure [Guideline No SFA 15-G02],funds
"securities, futures and fund management",Guidelines on the Application of Section 339 (Extra-Territoriality) of the Securities and Futures Act [Guideline No. SFA 15-G01],funds
"securities, futures and fund management",Guidelines on Addressing Conflicts of Interest arising from a Related Corporation Issuing or Promulgating Research Analyses or Research Reports [SFA 04-G06],funds
"securities, futures and fund management",Guidelines for Financial Institutions to Safeguard the Integrity of Singapore's Financial System,funds
"securities, futures and fund management",Guidelines on Applications for Approval of Arrangements under Paragraph 9 of the Third Schedule to the Securities and Futures Act [Guideline No. SFA04-G03],funds
"securities, futures and fund management",Guidelines on the Cancellation Period of Unlisted Debentures [Guideline No. SFA 13-G12],funds
"securities, futures and fund management",Guidelines on Ongoing Disclosure Requirements for Unlisted Debentures [Guideline No. SFA 13-G11],funds
"securities, futures and fund management",Guidelines on the Product Highlights Sheet [Guideline No. SFA 13-G10],funds
"securities, futures and fund management",Guidelines on the Calculation of Counterparty Risk Requirement for Specified Structured Warrants under Paragraph 3(2) of the Third Schedule to the Securities and Futures Regulations [Guideline No. FMR N02],funds
"securities, futures and fund management",Guidelines on the Specification of Entities under Sub-paragraph (b)(vi) of the Definition of Qualifying Deposit in Paragraph 1(4) of the Second Schedule to the Securities and Futures Regulations [Guideline No. FMR N01],funds
"securities, futures and fund management",Guidelines on Duty of Substantial Shareholders to Notify Securities Exchange [Cancelled with effect from 19 Nov 2012],funds
"securities, futures and fund management",Guidelines on the Permissible Use of Customers' Money and Assets by Designated Clearing Houses under Section 63 of the Securities and Futures Act (Cap.289) [Guideline No. SFA 03-G02] [Cancelled with effect from 26 Oct 16],funds
"securities, futures and fund management",Guidelines on the Register of Participants and Sending Accounts and Reports to Participants,funds
"securities, futures and fund management",Guidelines on the Aggregation of Offers made pursuant to the Exemptions for Small Offers or Private Placement,funds
"securities, futures and fund management",Guidelines on Disclosure of Financial Information in Prospectuses,funds
"securities, futures and fund management",Guidelines on the Aggregation of Offers made pursuant to the Exemptions for Small Offers or Private Placement,funds
"securities, futures and fund management",Guidelines on Disclosure of Financial Information in Prospectuses,funds
"securities, futures and fund management",Guidelines on Personal Offers made pursuant to the Exemption for Small Offers,funds
"securities, futures and fund management",Guidelines on the Regulation of Markets [Guideline No. SFA 02-G01],funds
"securities, futures and fund management",Business Continuity Management Guidelines,funds
"securities, futures and fund management",Internet Guidelines,funds
securitisation ,RULES ON SECURITIZATION ,securities
securitisation ,REGULATIONS FOR DEMUTUALIZATION OF SECURITIES EXCHANGES IN NIGERIA,securities
securitisation ,Clauses of the Real Estate Securitization Act,securities
securitisation ,Financial Asset Securitization Act,securities
securitisation ,Royal Enactment on Special Purpose Juristic Persons for Securitization B.E. 2540 (1997) as amended,securities
securitisation ,?Royal Enactment on Special Purpose Juristic Persons for Securitisation B.E. 2540 (1997),securities
securitisation ,?Act Amending Royal Enactment on Special Purpose Juristic Persons for Securitization  B.E. 2540 (1997) B.E. 2558 (2015),securities
security-based crowdfunding,Notification of Capital Market Supervisory Board Torjor. 7/2558,funds
security-based crowdfunding,Notification of Capital Market Supervisory Board  TorJor. 47/2558,funds
security-based crowdfunding,Notification of Capital Market Supervisory Board  TorJor. 1/2559,funds
security-based crowdfunding,Notification of Capital Market Supervisory Board TorJor. 1/2559,funds
security-based crowdfunding,Notification of the Securities and Exchange Commission KorJor. 3/2558,funds
social security,"The Social Security Schemes Investment Guidelines, 2015",securities
trust companies,Trust Companies Act (CHAPTER 336),companies
trust companies,Guidelines to MAS Notice TCA-N03 on Prevention of Money Laundering and Countering the Financing of Terrorism - Trust Companies,companies
trust companies,Guidelines on Fit and Proper Criteria [Guideline No. FSG-G01],companies
trust companies,Guidelines for Financial Institutions to Safeguard the Integrity of Singapore's Financial System,companies
trust companies,Guidelines to MAS Notice TCA-N03 on Prevention of Money Laundering and Countering the Financing of Terrorism - Trust Companies,companies
trust companies,Guidelines on Standards of Conduct for Licensed Trust Companies [Guideline No. TCA-G03],companies
trust companies,Guidelines on Licence Application&nbsp;and Payment of&nbsp;Fees [Guideline No. TCA-G01],companies
trust companies,Guidelines on Criteria for the Grant of a Trust Business Licence [Guideline No. TCA-G02] - Last updated on 24 August 2010,companies
trust companies,Guidelines&nbsp;on Scope of Regulation [Guideline No. TCA-G04],companies
